"scenario","pve","K","coding","threshold","n_calls","n_correct","n_wrong_coding","n_wrong_snp","n_true","precision","recall","fdp"
"Additive + Recessive + Dominant",0.3,4,"recessive",0.95,288,285,0,3,1600,0.989583333333333,0.178125,0.0104166666666667
"Additive + Recessive + Dominant",0.3,4,"recessive",0.99,219,218,0,1,1600,0.995433789954338,0.13625,0.0045662100456621
"Additive + Recessive + Dominant",0.3,4,"recessive",1,2,2,0,0,1600,1,0.00125,0
"Additive + Recessive + Dominant",0.3,4,"dominant",0,2791539,1600,3200,2786739,1600,0.000573160539759609,1,0.99942683946024
"Additive + Recessive + Dominant",0.3,4,"dominant",0.1,2946,782,166,1998,1600,0.265444670739986,0.48875,0.734555329260014
"Additive + Recessive + Dominant",0.3,4,"dominant",0.5,393,296,29,68,1600,0.753180661577608,0.185,0.246819338422392
"Additive + Recessive + Dominant",0.3,4,"dominant",0.8,186,174,5,7,1600,0.935483870967742,0.10875,0.0645161290322581
"Additive + Recessive + Dominant",0.3,4,"dominant",0.9,152,147,4,1,1600,0.967105263157895,0.091875,0.0328947368421053
"Additive + Recessive + Dominant",0.3,4,"dominant",0.95,127,125,2,0,1600,0.984251968503937,0.078125,0.015748031496063
"Additive + Recessive + Dominant",0.3,4,"dominant",0.99,79,78,1,0,1600,0.987341772151899,0.04875,0.0126582278481013
"Additive + Recessive + Dominant",0.3,4,"dominant",1,0,0,0,0,1600,NA,0,NA
"Additive + Recessive + Dominant",0.3,5,"additive",0,5583078,4000,8000,5571078,4000,0.000716450674699512,1,0.999283549325301
"Additive + Recessive + Dominant",0.3,5,"additive",0.1,6469,1510,424,4535,4000,0.233420930592054,0.3775,0.766579069407946
"Additive + Recessive + Dominant",0.3,5,"additive",0.5,852,560,96,196,4000,0.657276995305164,0.14,0.342723004694836
"Additive + Recessive + Dominant",0.3,5,"additive",0.8,421,331,22,68,4000,0.786223277909739,0.08275,0.213776722090261
"Additive + Recessive + Dominant",0.3,5,"additive",0.9,288,249,8,31,4000,0.864583333333333,0.06225,0.135416666666667
"Additive + Recessive + Dominant",0.3,5,"additive",0.95,212,189,3,20,4000,0.891509433962264,0.04725,0.108490566037736
"Additive + Recessive + Dominant",0.3,5,"additive",0.99,107,97,2,8,4000,0.906542056074766,0.02425,0.0934579439252336
"Additive + Recessive + Dominant",0.3,5,"additive",1,0,0,0,0,4000,NA,0,NA
"Additive + Recessive + Dominant",0.3,5,"recessive",0,4600092,4000,8000,4588092,4000,0.000869547826434776,1,0.999130452173565
"Additive + Recessive + Dominant",0.3,5,"recessive",0.1,6384,1956,15,4413,4000,0.306390977443609,0.489,0.693609022556391
"Additive + Recessive + Dominant",0.3,5,"recessive",0.5,986,837,6,143,4000,0.848884381338742,0.20925,0.151115618661258
"Additive + Recessive + Dominant",0.3,5,"recessive",0.8,636,614,1,21,4000,0.965408805031447,0.1535,0.0345911949685535
"Additive + Recessive + Dominant",0.3,5,"recessive",0.9,569,553,0,16,4000,0.971880492091388,0.13825,0.0281195079086116
"Additive + Recessive + Dominant",0.3,5,"recessive",0.95,490,488,0,2,4000,0.995918367346939,0.122,0.00408163265306122
"Additive + Recessive + Dominant",0.3,5,"recessive",0.99,384,384,0,0,4000,1,0.096,0
"Additive + Recessive + Dominant",0.3,5,"recessive",1,0,0,0,0,4000,NA,0,NA
"Additive + Recessive + Dominant",0.3,5,"dominant",0,5583078,4000,8000,5571078,4000,0.000716450674699512,1,0.999283549325301
"Additive + Recessive + Dominant",0.3,5,"dominant",0.1,5978,1562,386,4030,4000,0.261291401806624,0.3905,0.738708598193376
"Additive + Recessive + Dominant",0.3,5,"dominant",0.5,883,658,60,165,4000,0.745186862967157,0.1645,0.254813137032843
"Additive + Recessive + Dominant",0.3,5,"dominant",0.8,465,424,8,33,4000,0.911827956989247,0.106,0.0881720430107527
"Additive + Recessive + Dominant",0.3,5,"dominant",0.9,333,317,3,13,4000,0.951951951951952,0.07925,0.048048048048048
"Additive + Recessive + Dominant",0.3,5,"dominant",0.95,264,258,0,6,4000,0.977272727272727,0.0645,0.0227272727272727
"Additive + Recessive + Dominant",0.3,5,"dominant",0.99,147,145,0,2,4000,0.986394557823129,0.03625,0.0136054421768707
"Additive + Recessive + Dominant",0.3,5,"dominant",1,0,0,0,0,4000,NA,0,NA
"Additive + Recessive + Dominant",0.4,3,"additive",0,930513,400,800,929313,400,0.000429870404819707,1,0.99957012959518
"Additive + Recessive + Dominant",0.4,3,"additive",0.1,821,255,26,540,400,0.310596833130329,0.6375,0.689403166869671
"Additive + Recessive + Dominant",0.4,3,"additive",0.5,151,120,5,26,400,0.794701986754967,0.3,0.205298013245033
"Additive + Recessive + Dominant",0.4,3,"additive",0.8,98,90,2,6,400,0.918367346938776,0.225,0.0816326530612245
"Additive + Recessive + Dominant",0.4,3,"additive",0.9,85,80,2,3,400,0.941176470588235,0.2,0.0588235294117647
"Additive + Recessive + Dominant",0.4,3,"additive",0.95,78,73,2,3,400,0.935897435897436,0.1825,0.0641025641025641
"Additive + Recessive + Dominant",0.4,3,"additive",0.99,48,46,2,0,400,0.958333333333333,0.115,0.0416666666666667
"Additive + Recessive + Dominant",0.4,3,"additive",1,0,0,0,0,400,NA,0,NA
"Additive + Recessive + Dominant",0.4,3,"recessive",0,766682,400,800,765482,400,0.000521728695860865,1,0.999478271304139
"Additive + Recessive + Dominant",0.4,3,"recessive",0.1,829,269,4,556,400,0.324487334137515,0.6725,0.675512665862485
"Additive + Recessive + Dominant",0.4,3,"recessive",0.5,173,149,1,23,400,0.861271676300578,0.3725,0.138728323699422
"Additive + Recessive + Dominant",0.4,3,"recessive",0.8,129,126,0,3,400,0.976744186046512,0.315,0.0232558139534884
"Additive + Recessive + Dominant",0.4,3,"recessive",0.9,118,118,0,0,400,1,0.295,0
"Additive + Recessive + Dominant",0.4,3,"recessive",0.95,111,111,0,0,400,1,0.2775,0
"Additive + Recessive + Dominant",0.4,3,"recessive",0.99,96,96,0,0,400,1,0.24,0
"Additive + Recessive + Dominant",0.4,3,"recessive",1,10,10,0,0,400,1,0.025,0
"Additive + Recessive + Dominant",0.4,3,"dominant",0,930513,400,800,929313,400,0.000429870404819707,1,0.99957012959518
"Additive + Recessive + Dominant",0.4,3,"dominant",0.1,806,259,19,528,400,0.321339950372208,0.6475,0.678660049627792
"Additive + Recessive + Dominant",0.4,3,"dominant",0.5,153,128,5,20,400,0.836601307189543,0.32,0.163398692810458
"Additive + Recessive + Dominant",0.4,3,"dominant",0.8,103,98,2,3,400,0.951456310679612,0.245,0.0485436893203883
"Additive + Recessive + Dominant",0.4,3,"dominant",0.9,86,83,2,1,400,0.965116279069767,0.2075,0.0348837209302326
"Additive + Recessive + Dominant",0.4,3,"dominant",0.95,74,73,1,0,400,0.986486486486487,0.1825,0.0135135135135135
"Additive + Recessive + Dominant",0.4,3,"dominant",0.99,55,54,1,0,400,0.981818181818182,0.135,0.0181818181818182
"Additive + Recessive + Dominant",0.4,3,"dominant",1,0,0,0,0,400,NA,0,NA
"Additive + Recessive + Dominant",0.4,4,"additive",0,2791539,1600,3200,2786739,1600,0.000573160539759609,1,0.99942683946024
"Additive + Recessive + Dominant",0.4,4,"additive",0.1,3154,920,104,2130,1600,0.291693088142042,0.575,0.708306911857958
"Additive + Recessive + Dominant",0.4,4,"additive",0.5,539,408,25,106,1600,0.7569573283859,0.255,0.2430426716141
"Additive + Recessive + Dominant",0.4,4,"additive",0.8,307,278,3,26,1600,0.905537459283388,0.17375,0.0944625407166124
"Additive + Recessive + Dominant",0.4,4,"additive",0.9,246,225,3,18,1600,0.914634146341463,0.140625,0.0853658536585366
"Additive + Recessive + Dominant",0.4,4,"additive",0.95,206,195,2,9,1600,0.946601941747573,0.121875,0.0533980582524272
"Additive + Recessive + Dominant",0.4,4,"additive",0.99,140,130,2,8,1600,0.928571428571429,0.08125,0.0714285714285714
"Additive + Recessive + Dominant",0.4,4,"additive",1,0,0,0,0,1600,NA,0,NA
"Additive + Recessive + Dominant",0.4,4,"recessive",0,2300046,1600,3200,2295246,1600,0.000695638261147821,1,0.999304361738852
"Additive + Recessive + Dominant",0.4,4,"recessive",0.1,3126,1058,8,2060,1600,0.338451695457454,0.66125,0.661548304542546
"Additive + Recessive + Dominant",0.4,4,"recessive",0.5,583,524,2,57,1600,0.898799313893654,0.3275,0.101200686106346
"Additive + Recessive + Dominant",0.4,4,"recessive",0.8,451,446,1,4,1600,0.988913525498891,0.27875,0.0110864745011086
"Additive + Recessive + Dominant",0.4,4,"recessive",0.9,394,392,0,2,1600,0.99492385786802,0.245,0.0050761421319797
"Additive + Recessive + Dominant",0.4,4,"recessive",0.95,376,374,0,2,1600,0.99468085106383,0.23375,0.00531914893617021
"Additive + Recessive + Dominant",0.4,4,"recessive",0.99,309,308,0,1,1600,0.996763754045307,0.1925,0.00323624595469256
"Additive + Recessive + Dominant",0.4,4,"recessive",1,10,10,0,0,1600,1,0.00625,0
"Additive + Recessive + Dominant",0.4,4,"dominant",0,2791539,1600,3200,2786739,1600,0.000573160539759609,1,0.99942683946024
"Additive + Recessive + Dominant",0.4,4,"dominant",0.1,3095,913,109,2073,1600,0.294991922455573,0.570625,0.705008077544427
"Additive + Recessive + Dominant",0.4,4,"dominant",0.5,528,411,24,93,1600,0.778409090909091,0.256875,0.221590909090909
"Additive + Recessive + Dominant",0.4,4,"dominant",0.8,300,284,6,10,1600,0.946666666666667,0.1775,0.0533333333333333
"Additive + Recessive + Dominant",0.4,4,"dominant",0.9,234,228,5,1,1600,0.974358974358974,0.1425,0.0256410256410256
"Additive + Recessive + Dominant",0.4,4,"dominant",0.95,193,187,5,1,1600,0.968911917098446,0.116875,0.0310880829015544
"Additive + Recessive + Dominant",0.4,4,"dominant",0.99,149,148,1,0,1600,0.993288590604027,0.0925,0.00671140939597315
"Additive + Recessive + Dominant",0.4,4,"dominant",1,0,0,0,0,1600,NA,0,NA
"Additive + Recessive + Dominant",0.4,5,"additive",0,5583078,4000,8000,5571078,4000,0.000716450674699512,1,0.999283549325301
"Additive + Recessive + Dominant",0.4,5,"additive",0.1,7613,1993,355,5265,4000,0.261789045054512,0.49825,0.738210954945488
"Additive + Recessive + Dominant",0.4,5,"additive",0.5,1185,865,79,241,4000,0.729957805907173,0.21625,0.270042194092827
"Additive + Recessive + Dominant",0.4,5,"additive",0.8,692,571,25,96,4000,0.82514450867052,0.14275,0.17485549132948
"Additive + Recessive + Dominant",0.4,5,"additive",0.9,541,476,15,50,4000,0.879852125693161,0.119,0.120147874306839
"Additive + Recessive + Dominant",0.4,5,"additive",0.95,426,375,11,40,4000,0.880281690140845,0.09375,0.119718309859155
"Additive + Recessive + Dominant",0.4,5,"additive",0.99,268,241,4,23,4000,0.899253731343284,0.06025,0.100746268656716
"Additive + Recessive + Dominant",0.4,5,"additive",1,0,0,0,0,4000,NA,0,NA
"Additive + Recessive + Dominant",0.4,5,"recessive",0,4600092,4000,8000,4588092,4000,0.000869547826434776,1,0.999130452173565
"Additive + Recessive + Dominant",0.4,5,"recessive",0.1,7552,2387,19,5146,4000,0.316075211864407,0.59675,0.683924788135593
"Additive + Recessive + Dominant",0.4,5,"recessive",0.5,1289,1140,6,143,4000,0.884406516679597,0.285,0.115593483320403
"Additive + Recessive + Dominant",0.4,5,"recessive",0.8,923,898,4,21,4000,0.972914409534128,0.2245,0.0270855904658722
"Additive + Recessive + Dominant",0.4,5,"recessive",0.9,802,793,0,9,4000,0.988778054862843,0.19825,0.0112219451371571
"Additive + Recessive + Dominant",0.4,5,"recessive",0.95,738,736,0,2,4000,0.997289972899729,0.184,0.002710027100271
"Additive + Recessive + Dominant",0.4,5,"recessive",0.99,600,600,0,0,4000,1,0.15,0
"Additive + Recessive + Dominant",0.4,5,"recessive",1,10,10,0,0,4000,1,0.0025,0
"Additive + Recessive + Dominant",0.4,5,"dominant",0,5583078,4000,8000,5571078,4000,0.000716450674699512,1,0.999283549325301
"Additive + Recessive + Dominant",0.4,5,"dominant",0.1,6980,2015,300,4665,4000,0.288681948424069,0.50375,0.711318051575931
"Additive + Recessive + Dominant",0.4,5,"dominant",0.5,1248,986,77,185,4000,0.790064102564103,0.2465,0.209935897435897
"Additive + Recessive + Dominant",0.4,5,"dominant",0.8,712,650,22,40,4000,0.912921348314607,0.1625,0.0870786516853933
"Additive + Recessive + Dominant",0.4,5,"dominant",0.9,558,527,10,21,4000,0.944444444444444,0.13175,0.0555555555555556
"Additive + Recessive + Dominant",0.4,5,"dominant",0.95,466,461,0,5,4000,0.989270386266094,0.11525,0.0107296137339056
"Additive + Recessive + Dominant",0.4,5,"dominant",0.99,297,294,0,3,4000,0.98989898989899,0.0735,0.0101010101010101
"Additive + Recessive + Dominant",0.4,5,"dominant",1,0,0,0,0,4000,NA,0,NA
"Additive + Recessive",0.1,2,"additive",0,930513,400,400,929713,400,0.000429870404819707,1,0.99957012959518
"Additive + Recessive",0.1,2,"additive",0.1,433,128,3,302,400,0.295612009237875,0.32,0.704387990762125
"Additive + Recessive",0.1,2,"additive",0.5,40,32,0,8,400,0.8,0.08,0.2
"Additive + Recessive",0.1,2,"additive",0.8,17,15,0,2,400,0.882352941176471,0.0375,0.117647058823529
"Additive + Recessive",0.1,2,"additive",0.9,11,11,0,0,400,1,0.0275,0
"Additive + Recessive",0.1,2,"additive",0.95,5,5,0,0,400,1,0.0125,0
"Additive + Recessive",0.1,2,"additive",0.99,4,4,0,0,400,1,0.01,0
"Additive + Recessive",0.1,2,"additive",1,0,0,0,0,400,NA,0,NA
"Additive + Recessive",0.1,2,"recessive",0,766682,400,400,765882,400,0.000521728695860865,1,0.999478271304139
"Additive + Recessive",0.1,2,"recessive",0.1,546,161,1,384,400,0.294871794871795,0.4025,0.705128205128205
"Additive + Recessive",0.1,2,"recessive",0.5,74,61,0,13,400,0.824324324324324,0.1525,0.175675675675676
"Additive + Recessive",0.1,2,"recessive",0.8,39,37,0,2,400,0.948717948717949,0.0925,0.0512820512820513
"Additive + Recessive",0.1,2,"recessive",0.9,34,32,0,2,400,0.941176470588235,0.08,0.0588235294117647
"Additive + Recessive",0.1,2,"recessive",0.95,30,30,0,0,400,1,0.075,0
"Additive + Recessive",0.1,2,"recessive",0.99,18,18,0,0,400,1,0.045,0
"Additive + Recessive",0.1,2,"recessive",1,0,0,0,0,400,NA,0,NA
"Additive + Recessive",0.1,2,"dominant",0,930513,0,800,929713,0,0,NA,1
"Additive + Recessive",0.1,2,"dominant",0.1,116,0,35,81,0,0,NA,1
"Additive + Recessive",0.1,2,"dominant",0.5,5,0,3,2,0,0,NA,1
"Additive + Recessive",0.1,2,"dominant",0.8,2,0,1,1,0,0,NA,1
"Additive + Recessive",0.1,2,"dominant",0.9,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.1,2,"dominant",0.95,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.1,2,"dominant",0.99,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.1,2,"dominant",1,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.1,3,"additive",0,1861026,1200,1200,1858626,1200,0.000644805607229561,1,0.99935519439277
"Additive + Recessive",0.1,3,"additive",0.1,603,160,6,437,1200,0.265339966832504,0.133333333333333,0.734660033167496
"Additive + Recessive",0.1,3,"additive",0.5,41,34,2,5,1200,0.829268292682927,0.0283333333333333,0.170731707317073
"Additive + Recessive",0.1,3,"additive",0.8,21,16,1,4,1200,0.761904761904762,0.0133333333333333,0.238095238095238
"Additive + Recessive",0.1,3,"additive",0.9,13,11,1,1,1200,0.846153846153846,0.00916666666666667,0.153846153846154
"Additive + Recessive",0.1,3,"additive",0.95,7,6,1,0,1200,0.857142857142857,0.005,0.142857142857143
"Additive + Recessive",0.1,3,"additive",0.99,1,0,1,0,1200,0,0,1
"Additive + Recessive",0.1,3,"additive",1,0,0,0,0,1200,NA,0,NA
"Additive + Recessive",0.1,3,"recessive",0,1533364,1200,1200,1530964,1200,0.000782593043791298,1,0.999217406956209
"Additive + Recessive",0.1,3,"recessive",0.1,902,226,6,670,1200,0.250554323725055,0.188333333333333,0.749445676274945
"Additive + Recessive",0.1,3,"recessive",0.5,93,64,1,28,1200,0.688172043010753,0.0533333333333333,0.311827956989247
"Additive + Recessive",0.1,3,"recessive",0.8,49,44,0,5,1200,0.897959183673469,0.0366666666666667,0.102040816326531
"Additive + Recessive",0.1,3,"recessive",0.9,35,33,0,2,1200,0.942857142857143,0.0275,0.0571428571428571
"Additive + Recessive",0.1,3,"recessive",0.95,29,29,0,0,1200,1,0.0241666666666667,0
"Additive + Recessive",0.1,3,"recessive",0.99,15,15,0,0,1200,1,0.0125,0
"Additive + Recessive",0.1,3,"recessive",1,0,0,0,0,1200,NA,0,NA
"Additive + Recessive",0.1,3,"dominant",0,1861026,0,2400,1858626,0,0,NA,1
"Additive + Recessive",0.1,3,"dominant",0.1,240,0,65,175,0,0,NA,1
"Additive + Recessive",0.1,3,"dominant",0.5,6,0,4,2,0,0,NA,1
"Additive + Recessive",0.1,3,"dominant",0.8,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.1,3,"dominant",0.9,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.1,3,"dominant",0.95,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.1,3,"dominant",0.99,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.1,3,"dominant",1,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.1,4,"additive",0,2791539,2400,2400,2786739,2400,0.000859740809639414,1,0.999140259190361
"Additive + Recessive",0.1,4,"additive",0.1,642,148,10,484,2400,0.230529595015576,0.0616666666666667,0.769470404984424
"Additive + Recessive",0.1,4,"additive",0.5,34,25,2,7,2400,0.735294117647059,0.0104166666666667,0.264705882352941
"Additive + Recessive",0.1,4,"additive",0.8,10,10,0,0,2400,1,0.00416666666666667,0
"Additive + Recessive",0.1,4,"additive",0.9,7,7,0,0,2400,1,0.00291666666666667,0
"Additive + Recessive",0.1,4,"additive",0.95,2,2,0,0,2400,1,0.000833333333333333,0
"Additive + Recessive",0.1,4,"additive",0.99,0,0,0,0,2400,NA,0,NA
"Additive + Recessive",0.1,4,"additive",1,0,0,0,0,2400,NA,0,NA
"Additive + Recessive",0.1,4,"recessive",0,2300046,2400,2400,2295246,2400,0.00104345739172173,1,0.998956542608278
"Additive + Recessive",0.1,4,"recessive",0.1,1238,268,8,962,2400,0.216478190630048,0.111666666666667,0.783521809369952
"Additive + Recessive",0.1,4,"recessive",0.5,97,79,0,18,2400,0.814432989690722,0.0329166666666667,0.185567010309278
"Additive + Recessive",0.1,4,"recessive",0.8,37,32,0,5,2400,0.864864864864865,0.0133333333333333,0.135135135135135
"Additive + Recessive",0.1,4,"recessive",0.9,23,20,0,3,2400,0.869565217391304,0.00833333333333333,0.130434782608696
"Additive + Recessive",0.1,4,"recessive",0.95,12,12,0,0,2400,1,0.005,0
"Additive + Recessive",0.1,4,"recessive",0.99,7,7,0,0,2400,1,0.00291666666666667,0
"Additive + Recessive",0.1,4,"recessive",1,0,0,0,0,2400,NA,0,NA
"Additive + Recessive",0.1,4,"dominant",0,2791539,0,4800,2786739,0,0,NA,1
"Additive + Recessive",0.1,4,"dominant",0.1,274,0,61,213,0,0,NA,1
"Additive + Recessive",0.1,4,"dominant",0.5,12,0,9,3,0,0,NA,1
"Additive + Recessive",0.1,4,"dominant",0.8,1,0,1,0,0,0,NA,1
"Additive + Recessive",0.1,4,"dominant",0.9,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.1,4,"dominant",0.95,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.1,4,"dominant",0.99,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.1,4,"dominant",1,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.1,5,"additive",0,3722052,4000,4000,3714052,4000,0.00107467601204927,1,0.998925323987951
"Additive + Recessive",0.1,5,"additive",0.1,751,120,19,612,4000,0.159786950732357,0.03,0.840213049267643
"Additive + Recessive",0.1,5,"additive",0.5,46,24,3,19,4000,0.521739130434783,0.006,0.478260869565217
"Additive + Recessive",0.1,5,"additive",0.8,14,7,2,5,4000,0.5,0.00175,0.5
"Additive + Recessive",0.1,5,"additive",0.9,7,6,0,1,4000,0.857142857142857,0.0015,0.142857142857143
"Additive + Recessive",0.1,5,"additive",0.95,0,0,0,0,4000,NA,0,NA
"Additive + Recessive",0.1,5,"additive",0.99,0,0,0,0,4000,NA,0,NA
"Additive + Recessive",0.1,5,"additive",1,0,0,0,0,4000,NA,0,NA
"Additive + Recessive",0.1,5,"recessive",0,3066728,4000,4000,3058728,4000,0.00130432173965216,1,0.998695678260348
"Additive + Recessive",0.1,5,"recessive",0.1,1014,231,4,779,4000,0.227810650887574,0.05775,0.772189349112426
"Additive + Recessive",0.1,5,"recessive",0.5,72,48,0,24,4000,0.666666666666667,0.012,0.333333333333333
"Additive + Recessive",0.1,5,"recessive",0.8,34,26,0,8,4000,0.764705882352941,0.0065,0.235294117647059
"Additive + Recessive",0.1,5,"recessive",0.9,25,20,0,5,4000,0.8,0.005,0.2
"Additive + Recessive",0.1,5,"recessive",0.95,19,14,0,5,4000,0.736842105263158,0.0035,0.263157894736842
"Additive + Recessive",0.1,5,"recessive",0.99,8,8,0,0,4000,1,0.002,0
"Additive + Recessive",0.1,5,"recessive",1,0,0,0,0,4000,NA,0,NA
"Additive + Recessive",0.1,5,"dominant",0,3722052,0,8000,3714052,0,0,NA,1
"Additive + Recessive",0.1,5,"dominant",0.1,278,0,39,239,0,0,NA,1
"Additive + Recessive",0.1,5,"dominant",0.5,14,0,3,11,0,0,NA,1
"Additive + Recessive",0.1,5,"dominant",0.8,5,0,1,4,0,0,NA,1
"Additive + Recessive",0.1,5,"dominant",0.9,4,0,0,4,0,0,NA,1
"Additive + Recessive",0.1,5,"dominant",0.95,3,0,0,3,0,0,NA,1
"Additive + Recessive",0.1,5,"dominant",0.99,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.1,5,"dominant",1,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.2,2,"additive",0,930513,400,400,929713,400,0.000429870404819707,1,0.99957012959518
"Additive + Recessive",0.2,2,"additive",0.1,749,223,2,524,400,0.297730307076101,0.5575,0.702269692923899
"Additive + Recessive",0.2,2,"additive",0.5,99,82,0,17,400,0.828282828282828,0.205,0.171717171717172
"Additive + Recessive",0.2,2,"additive",0.8,58,54,0,4,400,0.931034482758621,0.135,0.0689655172413793
"Additive + Recessive",0.2,2,"additive",0.9,45,44,0,1,400,0.977777777777778,0.11,0.0222222222222222
"Additive + Recessive",0.2,2,"additive",0.95,33,33,0,0,400,1,0.0825,0
"Additive + Recessive",0.2,2,"additive",0.99,23,23,0,0,400,1,0.0575,0
"Additive + Recessive",0.2,2,"additive",1,0,0,0,0,400,NA,0,NA
"Additive + Recessive",0.2,2,"recessive",0,766682,400,400,765882,400,0.000521728695860865,1,0.999478271304139
"Additive + Recessive",0.2,2,"recessive",0.1,783,250,0,533,400,0.319284802043423,0.625,0.680715197956577
"Additive + Recessive",0.2,2,"recessive",0.5,137,124,0,13,400,0.905109489051095,0.31,0.0948905109489051
"Additive + Recessive",0.2,2,"recessive",0.8,101,97,0,4,400,0.96039603960396,0.2425,0.0396039603960396
"Additive + Recessive",0.2,2,"recessive",0.9,88,86,0,2,400,0.977272727272727,0.215,0.0227272727272727
"Additive + Recessive",0.2,2,"recessive",0.95,75,74,0,1,400,0.986666666666667,0.185,0.0133333333333333
"Additive + Recessive",0.2,2,"recessive",0.99,64,64,0,0,400,1,0.16,0
"Additive + Recessive",0.2,2,"recessive",1,1,1,0,0,400,1,0.0025,0
"Additive + Recessive",0.2,2,"dominant",0,930513,0,800,929713,0,0,NA,1
"Additive + Recessive",0.2,2,"dominant",0.1,84,0,31,53,0,0,NA,1
"Additive + Recessive",0.2,2,"dominant",0.5,8,0,6,2,0,0,NA,1
"Additive + Recessive",0.2,2,"dominant",0.8,3,0,2,1,0,0,NA,1
"Additive + Recessive",0.2,2,"dominant",0.9,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.2,2,"dominant",0.95,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.2,2,"dominant",0.99,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.2,2,"dominant",1,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.2,3,"additive",0,1859617,1200,1200,1857217,1200,0.00064529416541148,1,0.999354705834589
"Additive + Recessive",0.2,3,"additive",0.1,1697,515,4,1178,1200,0.303476723629935,0.429166666666667,0.696523276370065
"Additive + Recessive",0.2,3,"additive",0.5,223,183,3,37,1200,0.820627802690583,0.1525,0.179372197309417
"Additive + Recessive",0.2,3,"additive",0.8,119,108,1,10,1200,0.907563025210084,0.09,0.092436974789916
"Additive + Recessive",0.2,3,"additive",0.9,77,74,1,2,1200,0.961038961038961,0.0616666666666667,0.038961038961039
"Additive + Recessive",0.2,3,"additive",0.95,61,59,1,1,1200,0.967213114754098,0.0491666666666667,0.0327868852459016
"Additive + Recessive",0.2,3,"additive",0.99,32,32,0,0,1200,1,0.0266666666666667,0
"Additive + Recessive",0.2,3,"additive",1,0,0,0,0,1200,NA,0,NA
"Additive + Recessive",0.2,3,"recessive",0,1532451,1200,1200,1530051,1200,0.000783059295207481,1,0.999216940704793
"Additive + Recessive",0.2,3,"recessive",0.1,2155,635,10,1510,1200,0.294663573085847,0.529166666666667,0.705336426914153
"Additive + Recessive",0.2,3,"recessive",0.5,322,270,1,51,1200,0.838509316770186,0.225,0.161490683229814
"Additive + Recessive",0.2,3,"recessive",0.8,209,200,1,8,1200,0.956937799043062,0.166666666666667,0.0430622009569378
"Additive + Recessive",0.2,3,"recessive",0.9,171,167,0,4,1200,0.976608187134503,0.139166666666667,0.0233918128654971
"Additive + Recessive",0.2,3,"recessive",0.95,155,154,0,1,1200,0.993548387096774,0.128333333333333,0.00645161290322581
"Additive + Recessive",0.2,3,"recessive",0.99,118,118,0,0,1200,1,0.0983333333333333,0
"Additive + Recessive",0.2,3,"recessive",1,0,0,0,0,1200,NA,0,NA
"Additive + Recessive",0.2,3,"dominant",0,1859617,0,2400,1857217,0,0,NA,1
"Additive + Recessive",0.2,3,"dominant",0.1,304,0,114,190,0,0,NA,1
"Additive + Recessive",0.2,3,"dominant",0.5,12,0,10,2,0,0,NA,1
"Additive + Recessive",0.2,3,"dominant",0.8,7,0,5,2,0,0,NA,1
"Additive + Recessive",0.2,3,"dominant",0.9,5,0,4,1,0,0,NA,1
"Additive + Recessive",0.2,3,"dominant",0.95,2,0,2,0,0,0,NA,1
"Additive + Recessive",0.2,3,"dominant",0.99,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.2,3,"dominant",1,0,0,0,0,0,NA,NA,NA
"Additive + Recessive",0.2,4,"additive",0,2791539,2400,2400,2786739,2400,0.000859740809639414,1,0.999140259190361
"Additive + Recessive",0.2,4,"additive",0.1,2539,741,18,1780,2400,0.291847183930681,0.30875,0.708152816069319
"Additive + Recessive",0.2,4,"additive",0.5,261,209,2,50,2400,0.800766283524904,0.0870833333333333,0.199233716475096
"Additive + Recessive",0.2,4,"additive",0.8,120,109,0,11,2400,0.908333333333333,0.0454166666666667,0.0916666666666667
"Additive + Recessive",0.2,4,"additive",0.9,76,69,0,7,2400,0.907894736842105,0.02875,0.0921052631578947
"Additive + Recessive",0.2,4,"additive",0.95,49,45,0,4,2400,0.918367346938776,0.01875,0.0816326530612245
"Additive + Recessive",0.2,4,"additive",0.99,22,22,0,0,2400,1,0.00916666666666667,0
"Additive + Recessive",0.2,4,"additive",1,0,0,0,0,2400,NA,0,NA
