"scenario","pve","K","coding","threshold","n_calls","n_correct","n_wrong_coding","n_wrong_snp","n_true","precision","recall","fdp"
"Dominant only",0.2,4,"recessive",0.5,4,0,0,4,0,0,NA,1
"Dominant only",0.2,4,"recessive",0.8,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,4,"recessive",0.9,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,4,"recessive",0.95,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,4,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,4,"recessive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,4,"dominant",0,930513,1600,0,928913,1600,0.00171948161927883,1,0.998280518380721
"Dominant only",0.2,4,"dominant",0.1,1641,519,0,1122,1600,0.316270566727605,0.324375,0.683729433272395
"Dominant only",0.2,4,"dominant",0.5,184,159,0,25,1600,0.864130434782609,0.099375,0.135869565217391
"Dominant only",0.2,4,"dominant",0.8,85,81,0,4,1600,0.952941176470588,0.050625,0.0470588235294118
"Dominant only",0.2,4,"dominant",0.9,59,56,0,3,1600,0.949152542372881,0.035,0.0508474576271186
"Dominant only",0.2,4,"dominant",0.95,39,38,0,1,1600,0.974358974358974,0.02375,0.0256410256410256
"Dominant only",0.2,4,"dominant",0.99,19,19,0,0,1600,1,0.011875,0
"Dominant only",0.2,4,"dominant",1,0,0,0,0,1600,NA,0,NA
"Dominant only",0.2,5,"additive",0,930513,0,2000,928513,0,0,NA,1
"Dominant only",0.2,5,"additive",0.1,527,0,198,329,0,0,NA,1
"Dominant only",0.2,5,"additive",0.5,33,0,21,12,0,0,NA,1
"Dominant only",0.2,5,"additive",0.8,2,0,2,0,0,0,NA,1
"Dominant only",0.2,5,"additive",0.9,1,0,1,0,0,0,NA,1
"Dominant only",0.2,5,"additive",0.95,1,0,1,0,0,0,NA,1
"Dominant only",0.2,5,"additive",0.99,1,0,1,0,0,0,NA,1
"Dominant only",0.2,5,"additive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,5,"recessive",0,766682,0,1639,765043,0,0,NA,1
"Dominant only",0.2,5,"recessive",0.1,33,0,0,33,0,0,NA,1
"Dominant only",0.2,5,"recessive",0.5,1,0,0,1,0,0,NA,1
"Dominant only",0.2,5,"recessive",0.8,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,5,"recessive",0.9,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,5,"recessive",0.95,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,5,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,5,"recessive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.2,5,"dominant",0,930513,2000,0,928513,2000,0.00214935202409854,1,0.997850647975902
"Dominant only",0.2,5,"dominant",0.1,1376,443,0,933,2000,0.321947674418605,0.2215,0.678052325581395
"Dominant only",0.2,5,"dominant",0.5,162,128,0,34,2000,0.790123456790123,0.064,0.209876543209877
"Dominant only",0.2,5,"dominant",0.8,63,53,0,10,2000,0.841269841269841,0.0265,0.158730158730159
"Dominant only",0.2,5,"dominant",0.9,37,31,0,6,2000,0.837837837837838,0.0155,0.162162162162162
"Dominant only",0.2,5,"dominant",0.95,21,20,0,1,2000,0.952380952380952,0.01,0.0476190476190476
"Dominant only",0.2,5,"dominant",0.99,7,7,0,0,2000,1,0.0035,0
"Dominant only",0.2,5,"dominant",1,0,0,0,0,2000,NA,0,NA
"Dominant only",0.3,1,"additive",0,931143,0,400,930743,0,0,NA,1
"Dominant only",0.3,1,"additive",0.1,34,0,27,7,0,0,NA,1
"Dominant only",0.3,1,"additive",0.5,11,0,11,0,0,0,NA,1
"Dominant only",0.3,1,"additive",0.8,2,0,2,0,0,0,NA,1
"Dominant only",0.3,1,"additive",0.9,2,0,2,0,0,0,NA,1
"Dominant only",0.3,1,"additive",0.95,1,0,1,0,0,0,NA,1
"Dominant only",0.3,1,"additive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,1,"additive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,1,"recessive",0,767197,0,325,766872,0,0,NA,1
"Dominant only",0.3,1,"recessive",0.1,1,0,0,1,0,0,NA,1
"Dominant only",0.3,1,"recessive",0.5,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,1,"recessive",0.8,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,1,"recessive",0.9,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,1,"recessive",0.95,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,1,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,1,"recessive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,1,"dominant",0,931143,400,0,930743,400,0.000429579559745388,1,0.999570420440255
"Dominant only",0.3,1,"dominant",0.1,793,305,0,488,400,0.384615384615385,0.7625,0.615384615384615
"Dominant only",0.3,1,"dominant",0.5,183,163,0,20,400,0.890710382513661,0.4075,0.109289617486339
"Dominant only",0.3,1,"dominant",0.8,136,131,0,5,400,0.963235294117647,0.3275,0.0367647058823529
"Dominant only",0.3,1,"dominant",0.9,122,120,0,2,400,0.983606557377049,0.3,0.0163934426229508
"Dominant only",0.3,1,"dominant",0.95,107,106,0,1,400,0.990654205607477,0.265,0.00934579439252336
"Dominant only",0.3,1,"dominant",0.99,80,80,0,0,400,1,0.2,0
"Dominant only",0.3,1,"dominant",1,3,3,0,0,400,1,0.0075,0
"Dominant only",0.3,2,"additive",0,928421,0,798,927623,0,0,NA,1
"Dominant only",0.3,2,"additive",0.1,191,0,103,88,0,0,NA,1
"Dominant only",0.3,2,"additive",0.5,26,0,19,7,0,0,NA,1
"Dominant only",0.3,2,"additive",0.8,6,0,3,3,0,0,NA,1
"Dominant only",0.3,2,"additive",0.9,4,0,1,3,0,0,NA,1
"Dominant only",0.3,2,"additive",0.95,3,0,1,2,0,0,NA,1
"Dominant only",0.3,2,"additive",0.99,1,0,0,1,0,0,NA,1
"Dominant only",0.3,2,"additive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,2,"recessive",0,765050,0,648,764402,0,0,NA,1
"Dominant only",0.3,2,"recessive",0.1,16,0,1,15,0,0,NA,1
"Dominant only",0.3,2,"recessive",0.5,1,0,0,1,0,0,NA,1
"Dominant only",0.3,2,"recessive",0.8,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,2,"recessive",0.9,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,2,"recessive",0.95,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,2,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,2,"recessive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,2,"dominant",0,928421,798,0,927623,798,0.000859523858249652,1,0.99914047614175
"Dominant only",0.3,2,"dominant",0.1,1479,545,0,934,798,0.368492224475997,0.682957393483709,0.631507775524003
"Dominant only",0.3,2,"dominant",0.5,295,259,0,36,798,0.877966101694915,0.324561403508772,0.122033898305085
"Dominant only",0.3,2,"dominant",0.8,181,175,0,6,798,0.966850828729282,0.219298245614035,0.0331491712707182
"Dominant only",0.3,2,"dominant",0.9,152,148,0,4,798,0.973684210526316,0.18546365914787,0.0263157894736842
"Dominant only",0.3,2,"dominant",0.95,118,116,0,2,798,0.983050847457627,0.145363408521303,0.0169491525423729
"Dominant only",0.3,2,"dominant",0.99,78,78,0,0,798,1,0.0977443609022556,0
"Dominant only",0.3,2,"dominant",1,0,0,0,0,798,NA,0,NA
"Dominant only",0.3,3,"additive",0,930513,0,1200,929313,0,0,NA,1
"Dominant only",0.3,3,"additive",0.1,345,0,168,177,0,0,NA,1
"Dominant only",0.3,3,"additive",0.5,38,0,32,6,0,0,NA,1
"Dominant only",0.3,3,"additive",0.8,7,0,5,2,0,0,NA,1
"Dominant only",0.3,3,"additive",0.9,4,0,2,2,0,0,NA,1
"Dominant only",0.3,3,"additive",0.95,2,0,0,2,0,0,NA,1
"Dominant only",0.3,3,"additive",0.99,2,0,0,2,0,0,NA,1
"Dominant only",0.3,3,"additive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,3,"recessive",0,766682,0,980,765702,0,0,NA,1
"Dominant only",0.3,3,"recessive",0.1,11,0,0,11,0,0,NA,1
"Dominant only",0.3,3,"recessive",0.5,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,3,"recessive",0.8,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,3,"recessive",0.9,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,3,"recessive",0.95,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,3,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,3,"recessive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,3,"dominant",0,930513,1200,0,929313,1200,0.00128961121445912,1,0.998710388785541
"Dominant only",0.3,3,"dominant",0.1,1975,693,0,1282,1200,0.350886075949367,0.5775,0.649113924050633
"Dominant only",0.3,3,"dominant",0.5,329,282,0,47,1200,0.857142857142857,0.235,0.142857142857143
"Dominant only",0.3,3,"dominant",0.8,203,198,0,5,1200,0.975369458128079,0.165,0.0246305418719212
"Dominant only",0.3,3,"dominant",0.9,155,154,0,1,1200,0.993548387096774,0.128333333333333,0.00645161290322581
"Dominant only",0.3,3,"dominant",0.95,125,124,0,1,1200,0.992,0.103333333333333,0.008
"Dominant only",0.3,3,"dominant",0.99,81,80,0,1,1200,0.987654320987654,0.0666666666666667,0.0123456790123457
"Dominant only",0.3,3,"dominant",1,0,0,0,0,1200,NA,0,NA
"Dominant only",0.3,4,"additive",0,930513,0,1600,928913,0,0,NA,1
"Dominant only",0.3,4,"additive",0.1,498,0,244,254,0,0,NA,1
"Dominant only",0.3,4,"additive",0.5,35,0,33,2,0,0,NA,1
"Dominant only",0.3,4,"additive",0.8,5,0,4,1,0,0,NA,1
"Dominant only",0.3,4,"additive",0.9,1,0,1,0,0,0,NA,1
"Dominant only",0.3,4,"additive",0.95,1,0,1,0,0,0,NA,1
"Dominant only",0.3,4,"additive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,4,"additive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,4,"recessive",0,766682,0,1303,765379,0,0,NA,1
"Dominant only",0.3,4,"recessive",0.1,36,0,0,36,0,0,NA,1
"Dominant only",0.3,4,"recessive",0.5,4,0,0,4,0,0,NA,1
"Dominant only",0.3,4,"recessive",0.8,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,4,"recessive",0.9,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,4,"recessive",0.95,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,4,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,4,"recessive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,4,"dominant",0,930513,1600,0,928913,1600,0.00171948161927883,1,0.998280518380721
"Dominant only",0.3,4,"dominant",0.1,2426,826,0,1600,1600,0.340478153338829,0.51625,0.659521846661171
"Dominant only",0.3,4,"dominant",0.5,363,311,0,52,1600,0.856749311294766,0.194375,0.143250688705234
"Dominant only",0.3,4,"dominant",0.8,182,172,0,10,1600,0.945054945054945,0.1075,0.0549450549450549
"Dominant only",0.3,4,"dominant",0.9,142,139,0,3,1600,0.97887323943662,0.086875,0.0211267605633803
"Dominant only",0.3,4,"dominant",0.95,114,111,0,3,1600,0.973684210526316,0.069375,0.0263157894736842
"Dominant only",0.3,4,"dominant",0.99,67,67,0,0,1600,1,0.041875,0
"Dominant only",0.3,4,"dominant",1,0,0,0,0,1600,NA,0,NA
"Dominant only",0.3,5,"additive",0,930513,0,2000,928513,0,0,NA,1
"Dominant only",0.3,5,"additive",0.1,645,0,279,366,0,0,NA,1
"Dominant only",0.3,5,"additive",0.5,54,0,42,12,0,0,NA,1
"Dominant only",0.3,5,"additive",0.8,11,0,8,3,0,0,NA,1
"Dominant only",0.3,5,"additive",0.9,1,0,1,0,0,0,NA,1
"Dominant only",0.3,5,"additive",0.95,1,0,1,0,0,0,NA,1
"Dominant only",0.3,5,"additive",0.99,1,0,1,0,0,0,NA,1
"Dominant only",0.3,5,"additive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,5,"recessive",0,766682,0,1639,765043,0,0,NA,1
"Dominant only",0.3,5,"recessive",0.1,28,0,0,28,0,0,NA,1
"Dominant only",0.3,5,"recessive",0.5,1,0,0,1,0,0,NA,1
"Dominant only",0.3,5,"recessive",0.8,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,5,"recessive",0.9,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,5,"recessive",0.95,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,5,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,5,"recessive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.3,5,"dominant",0,930513,2000,0,928513,2000,0.00214935202409854,1,0.997850647975902
"Dominant only",0.3,5,"dominant",0.1,2484,840,0,1644,2000,0.338164251207729,0.42,0.661835748792271
"Dominant only",0.3,5,"dominant",0.5,342,286,0,56,2000,0.83625730994152,0.143,0.16374269005848
"Dominant only",0.3,5,"dominant",0.8,179,168,0,11,2000,0.93854748603352,0.084,0.0614525139664804
"Dominant only",0.3,5,"dominant",0.9,133,126,0,7,2000,0.947368421052632,0.063,0.0526315789473684
"Dominant only",0.3,5,"dominant",0.95,95,88,0,7,2000,0.926315789473684,0.044,0.0736842105263158
"Dominant only",0.3,5,"dominant",0.99,44,42,0,2,2000,0.954545454545455,0.021,0.0454545454545455
"Dominant only",0.3,5,"dominant",1,0,0,0,0,2000,NA,0,NA
"Dominant only",0.4,1,"additive",0,930513,0,400,930113,0,0,NA,1
"Dominant only",0.4,1,"additive",0.1,24,0,20,4,0,0,NA,1
"Dominant only",0.4,1,"additive",0.5,13,0,13,0,0,0,NA,1
"Dominant only",0.4,1,"additive",0.8,2,0,2,0,0,0,NA,1
"Dominant only",0.4,1,"additive",0.9,2,0,2,0,0,0,NA,1
"Dominant only",0.4,1,"additive",0.95,1,0,1,0,0,0,NA,1
"Dominant only",0.4,1,"additive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,1,"additive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,1,"recessive",0,766682,0,325,766357,0,0,NA,1
"Dominant only",0.4,1,"recessive",0.1,1,0,0,1,0,0,NA,1
"Dominant only",0.4,1,"recessive",0.5,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,1,"recessive",0.8,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,1,"recessive",0.9,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,1,"recessive",0.95,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,1,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,1,"recessive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,1,"dominant",0,930513,400,0,930113,400,0.000429870404819707,1,0.99957012959518
"Dominant only",0.4,1,"dominant",0.1,779,313,0,466,400,0.401797175866495,0.7825,0.598202824133504
"Dominant only",0.4,1,"dominant",0.5,208,186,0,22,400,0.894230769230769,0.465,0.105769230769231
"Dominant only",0.4,1,"dominant",0.8,154,148,0,6,400,0.961038961038961,0.37,0.038961038961039
"Dominant only",0.4,1,"dominant",0.9,140,138,0,2,400,0.985714285714286,0.345,0.0142857142857143
"Dominant only",0.4,1,"dominant",0.95,131,131,0,0,400,1,0.3275,0
"Dominant only",0.4,1,"dominant",0.99,110,110,0,0,400,1,0.275,0
"Dominant only",0.4,1,"dominant",1,7,7,0,0,400,1,0.0175,0
"Dominant only",0.4,2,"additive",0,928421,0,798,927623,0,0,NA,1
"Dominant only",0.4,2,"additive",0.1,125,0,71,54,0,0,NA,1
"Dominant only",0.4,2,"additive",0.5,22,0,20,2,0,0,NA,1
"Dominant only",0.4,2,"additive",0.8,3,0,1,2,0,0,NA,1
"Dominant only",0.4,2,"additive",0.9,2,0,0,2,0,0,NA,1
"Dominant only",0.4,2,"additive",0.95,2,0,0,2,0,0,NA,1
"Dominant only",0.4,2,"additive",0.99,2,0,0,2,0,0,NA,1
"Dominant only",0.4,2,"additive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,2,"recessive",0,765050,0,648,764402,0,0,NA,1
"Dominant only",0.4,2,"recessive",0.1,18,0,1,17,0,0,NA,1
"Dominant only",0.4,2,"recessive",0.5,1,0,0,1,0,0,NA,1
"Dominant only",0.4,2,"recessive",0.8,1,0,0,1,0,0,NA,1
"Dominant only",0.4,2,"recessive",0.9,1,0,0,1,0,0,NA,1
"Dominant only",0.4,2,"recessive",0.95,1,0,0,1,0,0,NA,1
"Dominant only",0.4,2,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,2,"recessive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,2,"dominant",0,928421,798,0,927623,798,0.000859523858249652,1,0.99914047614175
"Dominant only",0.4,2,"dominant",0.1,1563,599,0,964,798,0.383237364043506,0.75062656641604,0.616762635956494
"Dominant only",0.4,2,"dominant",0.5,342,312,0,30,798,0.912280701754386,0.390977443609023,0.087719298245614
"Dominant only",0.4,2,"dominant",0.8,241,235,0,6,798,0.975103734439834,0.294486215538847,0.024896265560166
"Dominant only",0.4,2,"dominant",0.9,212,208,0,4,798,0.981132075471698,0.260651629072682,0.0188679245283019
"Dominant only",0.4,2,"dominant",0.95,174,172,0,2,798,0.988505747126437,0.215538847117794,0.0114942528735632
"Dominant only",0.4,2,"dominant",0.99,133,133,0,0,798,1,0.166666666666667,0
"Dominant only",0.4,2,"dominant",1,1,1,0,0,798,1,0.0012531328320802,0
"Dominant only",0.4,3,"additive",0,930513,0,1200,929313,0,0,NA,1
"Dominant only",0.4,3,"additive",0.1,255,0,138,117,0,0,NA,1
"Dominant only",0.4,3,"additive",0.5,27,0,24,3,0,0,NA,1
"Dominant only",0.4,3,"additive",0.8,7,0,6,1,0,0,NA,1
"Dominant only",0.4,3,"additive",0.9,4,0,3,1,0,0,NA,1
"Dominant only",0.4,3,"additive",0.95,2,0,1,1,0,0,NA,1
"Dominant only",0.4,3,"additive",0.99,1,0,0,1,0,0,NA,1
"Dominant only",0.4,3,"additive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,3,"recessive",0,766682,0,980,765702,0,0,NA,1
"Dominant only",0.4,3,"recessive",0.1,15,0,1,14,0,0,NA,1
"Dominant only",0.4,3,"recessive",0.5,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,3,"recessive",0.8,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,3,"recessive",0.9,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,3,"recessive",0.95,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,3,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,3,"recessive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,3,"dominant",0,930513,1200,0,929313,1200,0.00128961121445912,1,0.998710388785541
"Dominant only",0.4,3,"dominant",0.1,2090,790,0,1300,1200,0.37799043062201,0.658333333333333,0.62200956937799
"Dominant only",0.4,3,"dominant",0.5,437,370,0,67,1200,0.846681922196796,0.308333333333333,0.153318077803204
"Dominant only",0.4,3,"dominant",0.8,270,262,0,8,1200,0.97037037037037,0.218333333333333,0.0296296296296296
"Dominant only",0.4,3,"dominant",0.9,228,226,0,2,1200,0.991228070175439,0.188333333333333,0.0087719298245614
"Dominant only",0.4,3,"dominant",0.95,190,189,0,1,1200,0.994736842105263,0.1575,0.00526315789473684
"Dominant only",0.4,3,"dominant",0.99,145,144,0,1,1200,0.993103448275862,0.12,0.00689655172413793
"Dominant only",0.4,3,"dominant",1,0,0,0,0,1200,NA,0,NA
"Dominant only",0.4,4,"additive",0,930513,0,1600,928913,0,0,NA,1
"Dominant only",0.4,4,"additive",0.1,406,0,205,201,0,0,NA,1
"Dominant only",0.4,4,"additive",0.5,41,0,37,4,0,0,NA,1
"Dominant only",0.4,4,"additive",0.8,7,0,4,3,0,0,NA,1
"Dominant only",0.4,4,"additive",0.9,5,0,3,2,0,0,NA,1
"Dominant only",0.4,4,"additive",0.95,3,0,2,1,0,0,NA,1
"Dominant only",0.4,4,"additive",0.99,2,0,1,1,0,0,NA,1
"Dominant only",0.4,4,"additive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,4,"recessive",0,766682,0,1303,765379,0,0,NA,1
"Dominant only",0.4,4,"recessive",0.1,30,0,0,30,0,0,NA,1
"Dominant only",0.4,4,"recessive",0.5,4,0,0,4,0,0,NA,1
"Dominant only",0.4,4,"recessive",0.8,1,0,0,1,0,0,NA,1
"Dominant only",0.4,4,"recessive",0.9,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,4,"recessive",0.95,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,4,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,4,"recessive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,4,"dominant",0,930513,1600,0,928913,1600,0.00171948161927883,1,0.998280518380721
"Dominant only",0.4,4,"dominant",0.1,2690,967,0,1723,1600,0.359479553903346,0.604375,0.640520446096654
"Dominant only",0.4,4,"dominant",0.5,502,434,0,68,1600,0.864541832669323,0.27125,0.135458167330677
"Dominant only",0.4,4,"dominant",0.8,285,276,0,9,1600,0.968421052631579,0.1725,0.0315789473684211
"Dominant only",0.4,4,"dominant",0.9,225,222,0,3,1600,0.986666666666667,0.13875,0.0133333333333333
"Dominant only",0.4,4,"dominant",0.95,188,187,0,1,1600,0.99468085106383,0.116875,0.00531914893617021
"Dominant only",0.4,4,"dominant",0.99,137,137,0,0,1600,1,0.085625,0
"Dominant only",0.4,4,"dominant",1,0,0,0,0,1600,NA,0,NA
"Dominant only",0.4,5,"additive",0,930513,0,2000,928513,0,0,NA,1
"Dominant only",0.4,5,"additive",0.1,554,0,256,298,0,0,NA,1
"Dominant only",0.4,5,"additive",0.5,59,0,50,9,0,0,NA,1
"Dominant only",0.4,5,"additive",0.8,17,0,15,2,0,0,NA,1
"Dominant only",0.4,5,"additive",0.9,3,0,2,1,0,0,NA,1
"Dominant only",0.4,5,"additive",0.95,1,0,1,0,0,0,NA,1
"Dominant only",0.4,5,"additive",0.99,1,0,1,0,0,0,NA,1
"Dominant only",0.4,5,"additive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,5,"recessive",0,766682,0,1639,765043,0,0,NA,1
"Dominant only",0.4,5,"recessive",0.1,27,0,1,26,0,0,NA,1
"Dominant only",0.4,5,"recessive",0.5,2,0,0,2,0,0,NA,1
"Dominant only",0.4,5,"recessive",0.8,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,5,"recessive",0.9,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,5,"recessive",0.95,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,5,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,5,"recessive",1,0,0,0,0,0,NA,NA,NA
"Dominant only",0.4,5,"dominant",0,930513,2000,0,928513,2000,0.00214935202409854,1,0.997850647975902
"Dominant only",0.4,5,"dominant",0.1,3051,1068,0,1983,2000,0.350049164208456,0.534,0.649950835791544
"Dominant only",0.4,5,"dominant",0.5,537,456,0,81,2000,0.849162011173184,0.228,0.150837988826816
"Dominant only",0.4,5,"dominant",0.8,309,291,0,18,2000,0.941747572815534,0.1455,0.058252427184466
"Dominant only",0.4,5,"dominant",0.9,247,237,0,10,2000,0.959514170040486,0.1185,0.0404858299595142
"Dominant only",0.4,5,"dominant",0.95,197,192,0,5,2000,0.974619289340102,0.096,0.0253807106598985
"Dominant only",0.4,5,"dominant",0.99,117,114,0,3,2000,0.974358974358974,0.057,0.0256410256410256
"Dominant only",0.4,5,"dominant",1,0,0,0,0,2000,NA,0,NA
"Recessive + Dominant",0.1,2,"additive",0,930513,0,800,929713,0,0,NA,1
"Recessive + Dominant",0.1,2,"additive",0.1,97,0,42,55,0,0,NA,1
"Recessive + Dominant",0.1,2,"additive",0.5,3,0,3,0,0,0,NA,1
"Recessive + Dominant",0.1,2,"additive",0.8,1,0,1,0,0,0,NA,1
"Recessive + Dominant",0.1,2,"additive",0.9,0,0,0,0,0,NA,NA,NA
"Recessive + Dominant",0.1,2,"additive",0.95,0,0,0,0,0,NA,NA,NA
"Recessive + Dominant",0.1,2,"additive",0.99,0,0,0,0,0,NA,NA,NA
"Recessive + Dominant",0.1,2,"additive",1,0,0,0,0,0,NA,NA,NA
"Recessive + Dominant",0.1,2,"recessive",0,766682,400,400,765882,400,0.000521728695860865,1,0.999478271304139
"Recessive + Dominant",0.1,2,"recessive",0.1,591,171,0,420,400,0.289340101522843,0.4275,0.710659898477157
"Recessive + Dominant",0.1,2,"recessive",0.5,62,56,0,6,400,0.903225806451613,0.14,0.0967741935483871
"Recessive + Dominant",0.1,2,"recessive",0.8,38,37,0,1,400,0.973684210526316,0.0925,0.0263157894736842
"Recessive + Dominant",0.1,2,"recessive",0.9,29,28,0,1,400,0.96551724137931,0.07,0.0344827586206897
"Recessive + Dominant",0.1,2,"recessive",0.95,25,24,0,1,400,0.96,0.06,0.04
"Recessive + Dominant",0.1,2,"recessive",0.99,13,13,0,0,400,1,0.0325,0
"Recessive + Dominant",0.1,2,"recessive",1,0,0,0,0,400,NA,0,NA
"Recessive + Dominant",0.1,2,"dominant",0,930513,400,400,929713,400,0.000429870404819707,1,0.99957012959518
"Recessive + Dominant",0.1,2,"dominant",0.1,407,131,0,276,400,0.321867321867322,0.3275,0.678132678132678
"Recessive + Dominant",0.1,2,"dominant",0.5,43,38,0,5,400,0.883720930232558,0.095,0.116279069767442
"Recessive + Dominant",0.1,2,"dominant",0.8,22,22,0,0,400,1,0.055,0
"Recessive + Dominant",0.1,2,"dominant",0.9,13,13,0,0,400,1,0.0325,0
"Recessive + Dominant",0.1,2,"dominant",0.95,6,6,0,0,400,1,0.015,0
"Recessive + Dominant",0.1,2,"dominant",0.99,1,1,0,0,400,1,0.0025,0
"Recessive + Dominant",0.1,2,"dominant",1,0,0,0,0,400,NA,0,NA
"Recessive + Dominant",0.1,3,"additive",0,1861026,0,2400,1858626,0,0,NA,1
"Recessive + Dominant",0.1,3,"additive",0.1,239,0,67,172,0,0,NA,1
"Recessive + Dominant",0.1,3,"additive",0.5,13,0,9,4,0,0,NA,1
"Recessive + Dominant",0.1,3,"additive",0.8,4,0,4,0,0,0,NA,1
"Recessive + Dominant",0.1,3,"additive",0.9,3,0,3,0,0,0,NA,1
"Recessive + Dominant",0.1,3,"additive",0.95,1,0,1,0,0,0,NA,1
"Recessive + Dominant",0.1,3,"additive",0.99,0,0,0,0,0,NA,NA,NA
"Recessive + Dominant",0.1,3,"additive",1,0,0,0,0,0,NA,NA,NA
"Recessive + Dominant",0.1,3,"recessive",0,1533364,1200,1200,1530964,1200,0.000782593043791298,1,0.999217406956209
"Recessive + Dominant",0.1,3,"recessive",0.1,927,241,2,684,1200,0.259978425026969,0.200833333333333,0.740021574973031
"Recessive + Dominant",0.1,3,"recessive",0.5,86,66,0,20,1200,0.767441860465116,0.055,0.232558139534884
"Recessive + Dominant",0.1,3,"recessive",0.8,49,44,0,5,1200,0.897959183673469,0.0366666666666667,0.102040816326531
"Recessive + Dominant",0.1,3,"recessive",0.9,35,31,0,4,1200,0.885714285714286,0.0258333333333333,0.114285714285714
"Recessive + Dominant",0.1,3,"recessive",0.95,24,22,0,2,1200,0.916666666666667,0.0183333333333333,0.0833333333333333
