tissue,model,analysis_set,distance_to_tss_kb,bin_lower_kb,bin_upper_kb,count,proportion,percentage,n_cs_total,n_cs_in_window
Nerve,SuSiE,CSs without a shared biological lead SNP,190,185,195,0,0,0,48,36
Nerve,SuSiE,CSs without a shared biological lead SNP,200,195,205,0,0,0,48,36
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-200,-205,-195,1,0.0454545454545455,4.54545454545455,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-190,-195,-185,0,0,0,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-180,-185,-175,0,0,0,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-170,-175,-165,0,0,0,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-160,-165,-155,0,0,0,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-150,-155,-145,0,0,0,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-140,-145,-135,0,0,0,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-130,-135,-125,0,0,0,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-120,-125,-115,0,0,0,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-110,-115,-105,0,0,0,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-100,-105,-95,2,0.0909090909090909,9.09090909090909,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-90,-95,-85,0,0,0,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-80,-85,-75,0,0,0,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-70,-75,-65,2,0.0909090909090909,9.09090909090909,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-60,-65,-55,0,0,0,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-50,-55,-45,0,0,0,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-40,-45,-35,1,0.0454545454545455,4.54545454545455,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-30,-35,-25,1,0.0454545454545455,4.54545454545455,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-20,-25,-15,0,0,0,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-10,-15,-5,2,0.0909090909090909,9.09090909090909,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,0,-5,5,1,0.0454545454545455,4.54545454545455,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,10,5,15,5,0.227272727272727,22.7272727272727,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,20,15,25,2,0.0909090909090909,9.09090909090909,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,30,25,35,2,0.0909090909090909,9.09090909090909,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,40,35,45,1,0.0454545454545455,4.54545454545455,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,50,45,55,1,0.0454545454545455,4.54545454545455,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,60,55,65,0,0,0,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,70,65,75,0,0,0,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,80,75,85,1,0.0454545454545455,4.54545454545455,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,90,85,95,0,0,0,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,100,95,105,0,0,0,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,110,105,115,0,0,0,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,120,115,125,0,0,0,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,130,125,135,0,0,0,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,140,135,145,0,0,0,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,150,145,155,0,0,0,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,160,155,165,0,0,0,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,170,165,175,0,0,0,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,180,175,185,0,0,0,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,190,185,195,0,0,0,25,22
Nerve,Weighted SuSiE-mix,CSs without a shared biological lead SNP,200,195,205,0,0,0,25,22
Ovary,SuSiE,CSs without a shared biological lead SNP,-200,-205,-195,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,-190,-195,-185,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,-180,-185,-175,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,-170,-175,-165,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,-160,-165,-155,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,-150,-155,-145,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,-140,-145,-135,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,-130,-135,-125,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,-120,-125,-115,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,-110,-115,-105,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,-100,-105,-95,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,-90,-95,-85,1,0.2,20,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,-80,-85,-75,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,-70,-75,-65,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,-60,-65,-55,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,-50,-55,-45,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,-40,-45,-35,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,-30,-35,-25,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,-20,-25,-15,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,-10,-15,-5,1,0.2,20,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,0,-5,5,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,10,5,15,1,0.2,20,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,20,15,25,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,30,25,35,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,40,35,45,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,50,45,55,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,60,55,65,1,0.2,20,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,70,65,75,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,80,75,85,1,0.2,20,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,90,85,95,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,100,95,105,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,110,105,115,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,120,115,125,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,130,125,135,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,140,135,145,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,150,145,155,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,160,155,165,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,170,165,175,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,180,175,185,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,190,185,195,0,0,0,5,5
Ovary,SuSiE,CSs without a shared biological lead SNP,200,195,205,0,0,0,5,5
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-200,-205,-195,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-190,-195,-185,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-180,-185,-175,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-170,-175,-165,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-160,-165,-155,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-150,-155,-145,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-140,-145,-135,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-130,-135,-125,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-120,-125,-115,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-110,-115,-105,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-100,-105,-95,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-90,-95,-85,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-80,-85,-75,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-70,-75,-65,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-60,-65,-55,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-50,-55,-45,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-40,-45,-35,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-30,-35,-25,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-20,-25,-15,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-10,-15,-5,1,0.25,25,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,0,-5,5,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,10,5,15,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,20,15,25,2,0.5,50,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,30,25,35,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,40,35,45,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,50,45,55,1,0.25,25,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,60,55,65,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,70,65,75,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,80,75,85,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,90,85,95,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,100,95,105,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,110,105,115,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,120,115,125,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,130,125,135,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,140,135,145,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,150,145,155,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,160,155,165,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,170,165,175,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,180,175,185,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,190,185,195,0,0,0,4,4
Ovary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,200,195,205,0,0,0,4,4
Pancreas,SuSiE,CSs without a shared biological lead SNP,-200,-205,-195,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,-190,-195,-185,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,-180,-185,-175,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,-170,-175,-165,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,-160,-165,-155,1,0.111111111111111,11.1111111111111,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,-150,-155,-145,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,-140,-145,-135,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,-130,-135,-125,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,-120,-125,-115,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,-110,-115,-105,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,-100,-105,-95,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,-90,-95,-85,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,-80,-85,-75,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,-70,-75,-65,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,-60,-65,-55,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,-50,-55,-45,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,-40,-45,-35,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,-30,-35,-25,1,0.111111111111111,11.1111111111111,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,-20,-25,-15,3,0.333333333333333,33.3333333333333,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,-10,-15,-5,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,0,-5,5,2,0.222222222222222,22.2222222222222,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,10,5,15,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,20,15,25,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,30,25,35,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,40,35,45,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,50,45,55,1,0.111111111111111,11.1111111111111,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,60,55,65,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,70,65,75,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,80,75,85,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,90,85,95,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,100,95,105,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,110,105,115,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,120,115,125,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,130,125,135,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,140,135,145,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,150,145,155,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,160,155,165,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,170,165,175,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,180,175,185,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,190,185,195,0,0,0,11,9
Pancreas,SuSiE,CSs without a shared biological lead SNP,200,195,205,1,0.111111111111111,11.1111111111111,11,9
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-200,-205,-195,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-190,-195,-185,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-180,-185,-175,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-170,-175,-165,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-160,-165,-155,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-150,-155,-145,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-140,-145,-135,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-130,-135,-125,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-120,-125,-115,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-110,-115,-105,1,0.25,25,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-100,-105,-95,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-90,-95,-85,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-80,-85,-75,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-70,-75,-65,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-60,-65,-55,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-50,-55,-45,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-40,-45,-35,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-30,-35,-25,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-20,-25,-15,1,0.25,25,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-10,-15,-5,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,0,-5,5,1,0.25,25,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,10,5,15,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,20,15,25,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,30,25,35,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,40,35,45,1,0.25,25,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,50,45,55,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,60,55,65,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,70,65,75,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,80,75,85,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,90,85,95,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,100,95,105,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,110,105,115,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,120,115,125,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,130,125,135,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,140,135,145,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,150,145,155,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,160,155,165,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,170,165,175,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,180,175,185,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,190,185,195,0,0,0,5,4
Pancreas,Weighted SuSiE-mix,CSs without a shared biological lead SNP,200,195,205,0,0,0,5,4
Pituitary,SuSiE,CSs without a shared biological lead SNP,-200,-205,-195,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,-190,-195,-185,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,-180,-185,-175,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,-170,-175,-165,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,-160,-165,-155,1,0.166666666666667,16.6666666666667,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,-150,-155,-145,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,-140,-145,-135,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,-130,-135,-125,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,-120,-125,-115,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,-110,-115,-105,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,-100,-105,-95,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,-90,-95,-85,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,-80,-85,-75,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,-70,-75,-65,1,0.166666666666667,16.6666666666667,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,-60,-65,-55,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,-50,-55,-45,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,-40,-45,-35,1,0.166666666666667,16.6666666666667,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,-30,-35,-25,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,-20,-25,-15,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,-10,-15,-5,1,0.166666666666667,16.6666666666667,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,0,-5,5,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,10,5,15,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,20,15,25,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,30,25,35,1,0.166666666666667,16.6666666666667,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,40,35,45,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,50,45,55,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,60,55,65,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,70,65,75,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,80,75,85,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,90,85,95,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,100,95,105,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,110,105,115,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,120,115,125,1,0.166666666666667,16.6666666666667,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,130,125,135,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,140,135,145,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,150,145,155,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,160,155,165,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,170,165,175,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,180,175,185,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,190,185,195,0,0,0,8,6
Pituitary,SuSiE,CSs without a shared biological lead SNP,200,195,205,0,0,0,8,6
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-200,-205,-195,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-190,-195,-185,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-180,-185,-175,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-170,-175,-165,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-160,-165,-155,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-150,-155,-145,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-140,-145,-135,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-130,-135,-125,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-120,-125,-115,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-110,-115,-105,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-100,-105,-95,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-90,-95,-85,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-80,-85,-75,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-70,-75,-65,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-60,-65,-55,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-50,-55,-45,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-40,-45,-35,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-30,-35,-25,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-20,-25,-15,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-10,-15,-5,1,0.333333333333333,33.3333333333333,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,0,-5,5,1,0.333333333333333,33.3333333333333,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,10,5,15,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,20,15,25,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,30,25,35,1,0.333333333333333,33.3333333333333,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,40,35,45,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,50,45,55,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,60,55,65,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,70,65,75,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,80,75,85,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,90,85,95,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,100,95,105,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,110,105,115,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,120,115,125,0,0,0,5,3
Pituitary,Weighted SuSiE-mix,CSs without a shared biological lead SNP,130,125,135,0,0,0,5,3
