gene,tissue,result_file,n_ind,n_SNP,n_mix_predictor,n_add_rm,n_rec_rm,n_dom_rm,mean_count,median_count,min_pv,dif_elbo,dif_elbo_perm,log_lik_add,log_lik_mix,log_lik_add_perm,log_lik_mix_perm,ncs_susie,ncs_susie_mix,perm_cs_susie,perm_cs_susie_mix,n_add_cs_snps,n_mix_cs_snps,overlap_snp,pct_add_cs_snps_retained,n_add_cs_snps_not_retained,pct_add_cs_snps_not_retained,overlap,overlap_cs_pairs,overlap_pairwise_sum,overlap_coding,pct_add_cs_snps_retained_additive_coding,n_add_cs_snps_other_coding_only,pct_add_cs_snps_other_coding_only,pct_shared_snps_other_coding_only,n_shared_snps_preferred_additive,n_shared_snps_preferred_dominant,n_shared_snps_preferred_recessive,n_shared_snps_preferred_nonadditive,n_shared_snps_preference_ambiguous,pct_shared_snps_preferred_nonadditive,n_add_cs_snps_perm,n_mix_cs_snps_perm,overlap_snp_perm,overlap_perm,pct_add_cs_snps_retained_perm,n_add_cs_snps_not_retained_perm,pct_add_cs_snps_not_retained_perm,overlap_cs_pairs_perm,overlap_pairwise_sum_perm,overlap_coding_perm,pct_add_cs_snps_retained_additive_coding_perm,n_add_cs_snps_other_coding_only_perm,pct_add_cs_snps_other_coding_only_perm,n_shared_snps_preferred_additive_perm,n_shared_snps_preferred_dominant_perm,n_shared_snps_preferred_recessive_perm,n_shared_snps_preferred_nonadditive_perm,n_shared_snps_preference_ambiguous_perm,pct_shared_snps_preferred_nonadditive_perm,n_add,n_rec,n_dom,n_add_perm,n_rec_perm,n_dom_perm,converged_add,converged_mix,converged_add_perm,converged_mix_perm,has_weighted_fit_mix,ncs_weighted_fit_mix,elbo_weighted_mix,dif_elbo_weighted_vs_add,dif_elbo_weighted_vs_mix,log_lik_weighted_mix,converged_weighted_fit_mix,n_add_weighted,n_dom_weighted,n_rec_weighted,weighted_prior_target_additive,weighted_prior_target_dominant,weighted_prior_target_recessive,weighted_prior_realized_additive,weighted_prior_realized_dominant,weighted_prior_realized_recessive,n_weighted_mix_cs_snps,overlap_snp_add_weighted,pct_add_cs_snps_retained_weighted,overlap_coding_add_weighted,overlap_cs_pairs_add_weighted,mix_weighted_overlap_snp,mix_weighted_union_snp,mix_weighted_jaccard_snp,pct_mix_cs_snps_retained_weighted,pct_weighted_cs_snps_retained_mix,mix_weighted_overlap_cs_pairs,mix_weighted_overlap_pairwise_sum,mix_weighted_same_cs_count,mix_weighted_same_cs_snp_sets,mix_weighted_same_cs_predictor_sets,mix_weighted_same_lead_snp_set,mix_weighted_same_lead_predictor_set,em_iteration,coding_pattern,number_coding_types
KLKB1,Esophagus,KLKB1.rds,412,3162,9035,0,451,0,231.43932038835,117.5,7.8950082745002e-10,-0.627829463843682,0.000875065676382292,-561.379892767998,-561.840883021726,-583.956285315508,-583.956285315508,2,2,0,0,1692,3024,1665,98.4042553191489,27,1.59574468085106,1665,3,1670,1441,85.1654846335697,224,13.2387706855792,13.4534534534535,345,593,631,1224,96,73.5135135135135,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-573.960230589934,-0.00186999632035167,0.62595946752333,-561.352016790356,TRUE,2,0,0,0.95128087890051,0.0481670003127524,0.000552120786737723,0.95128087890051,0.0481670003127524,0.000552120786737723,1894,1692,100,1692,3,1865,3053,0.610874549623321,61.6732804232804,98.4688489968321,4,1873,TRUE,FALSE,FALSE,TRUE,FALSE,12,A,1
KLKB1,Heart,KLKB1.rds,331,3162,8969,0,517,0,179.413897280967,131,4.53094469945381e-14,-1.19215179771038,0.00086523222876167,-440.864073711968,-440.8606776836,-469.023434530328,-469.023434530328,1,1,0,0,1,1,1,100,0,0,1,1,1,1,100,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-451.068263659453,-0.505892787157336,0.686259010553044,-440.848183846742,TRUE,1,0,0,0.907409119281138,0.0877991270187996,0.00479175370006282,0.907409119281137,0.0877991270187996,0.00479175370006282,1,1,100,1,1,1,1,1,100,100,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,12,A,1
KLKB1,Lung,KLKB1.rds,323,3162,8867,0,619,0,129.006191950464,96,4.79523337672e-09,-0.842415802205721,-0.117482521906652,-425.765491432103,-424.019986770555,-457.697814242772,-457.672058805041,2,2,0,0,73,49,46,63.013698630137,27,36.986301369863,46,2,46,46,63.013698630137,0,0,0,35,11,0,11,0,23.9130434782609,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-442.552995612084,0.00679131285448875,0.84920711506021,-425.383033621908,TRUE,2,0,0,0.930764682521748,0.0673943101777559,0.00184100730049573,0.930764682521748,0.0673943101777559,0.00184100730049573,72,71,97.2602739726027,71,2,47,74,0.635135135135135,95.9183673469388,65.2777777777778,2,47,TRUE,FALSE,FALSE,TRUE,FALSE,12,A,1
KLKB1,Nerve,KLKB1.rds,354,3162,8942,0,544,0,257.906779661017,217,5.39936165978106e-12,-1.57576537518383,0.000861209451841205,-464.649699898527,-465.192764644338,-501.658658586283,-501.658658586283,3,3,0,0,534,1400,534,100,0,0,534,6,1291,534,100,0,0,0,218,215,94,309,7,57.8651685393259,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,2,0,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,3,-482.688627432692,-0.0627829714035784,1.51298240378026,-464.683681321915,TRUE,3,0,0,0.963677116962512,0.0352408233355386,0.00108205970194926,0.963677116962512,0.0352408233355386,0.00108205970194926,702,534,100,534,5,702,1400,0.501428571428571,50.1428571428572,100,6,1676,TRUE,FALSE,FALSE,TRUE,FALSE,12,A,1
KLKB1,Testis,KLKB1.rds,211,3162,8582,0,904,0,368.341232227488,345,8.31820690258693e-10,-0.786381543284904,0.000807572274652557,-270.550945127735,-269.656521462284,-298.753293732085,-298.753293732085,2,2,0,0,63,69,61,96.8253968253968,2,3.17460317460317,61,2,61,51,80.952380952381,10,15.8730158730159,16.3934426229508,4,1,56,57,0,93.4426229508197,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-285.139783103588,-0.0500793127131374,0.736302230571766,-270.495695435156,TRUE,2,0,0,0.964197560348019,0.0316962538136861,0.00410618583829503,0.964197560348019,0.0316962538136861,0.00410618583829503,64,63,100,63,2,62,71,0.873239436619718,89.8550724637681,96.875,2,62,TRUE,FALSE,FALSE,FALSE,FALSE,12,A,1
KLKB1,Thyroid,KLKB1.rds,390,3162,9007,0,479,0,264.574358974359,212.5,1.36780595694286e-14,-2.02598069765713,0.000870893911724124,-511.609530834584,-512.064645096327,-552.739928256339,-552.739928256339,2,2,0,0,69,84,69,100,0,0,69,2,69,69,100,0,0,0,69,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,2,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-524.869108219076,-0.343859396385938,1.6821213012712,-511.620316956551,TRUE,2,0,0,0.964639408422988,0.0336120560203614,0.00174853555665088,0.964639408422988,0.0336120560203614,0.00174853555665088,71,69,100,69,2,71,84,0.845238095238095,84.5238095238095,100,2,71,TRUE,FALSE,FALSE,TRUE,TRUE,12,A,1
KLRC1,Spleen,KLRC1.rds,146,2581,6943,0,800,0,219.260273972603,179.5,5.22682172397275e-10,-0.949220863020713,0.000649942531936176,-188.869057462207,-189.015882500358,-206.524356731918,-206.524356731918,1,1,0,0,22,25,22,100,0,0,22,1,22,22,100,0,0,0,22,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-196.095710883703,-0.054433468519818,0.894787394500895,-188.869952078929,TRUE,1,0,0,0.946299904697616,0.0521914805652733,0.00150861473711097,0.946299904697616,0.0521914805652733,0.00150861473711097,22,22,100,22,1,22,25,0.88,88,100,1,22,TRUE,FALSE,FALSE,TRUE,TRUE,12,A,1
KLRC2,Brain,KLRC2.rds,257,2593,7203,0,576,0,101.225680933852,56,2.28551260794436e-27,1.88756510030163,-0.552300153441081,-296.304175323584,-292.204810621391,-357.755787039719,-358.882847861694,2,2,1,1,68,79,68,100,0,0,68,2,68,56,82.3529411764706,12,17.6470588235294,17.6470588235294,56,12,0,12,0,17.6470588235294,505,2190,505,505,100,0,0,1,505,505,100,0,0,132,250,102,352,21,69.7029702970297,1,0,1,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-308.219785047909,1.53186402337445,-0.355701076927176,-292.4360894882,TRUE,1,1,0,0.900828938997283,0.0970505427883882,0.00212051821432854,0.900828938997283,0.0970505427883882,0.00212051821432854,61,60,88.2352941176471,56,2,61,79,0.772151898734177,77.2151898734177,100,2,61,TRUE,FALSE,FALSE,TRUE,TRUE,12,AD,2
KLRC2,Spleen,KLRC2.rds,146,2593,6966,0,813,0,109.924657534247,78.5,1.68006548464134e-18,-0.987526594742491,0.000651581373745103,-167.910161267273,-167.910698370971,-206.524356731918,-206.524356731918,1,1,0,0,1,1,1,100,0,0,1,1,1,1,100,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-178.06589981806,-0.0546044810464821,0.932922113696009,-167.910188369494,TRUE,1,0,0,0.946299904697616,0.0521914805652733,0.00150861473711097,0.946299904697616,0.0521914805652733,0.00150861473711097,1,1,100,1,1,1,1,1,100,100,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,12,A,1
KLRC3,Brain,KLRC3.rds,257,2633,7295,0,604,0,110.392996108949,82,1.54690080404782e-11,0.165602350276174,0.000694640752954001,-342.561402392829,-341.596921073019,-364.023368393417,-364.023368393417,1,1,0,0,32,34,30,93.75,2,6.25,30,1,30,29,90.625,1,3.125,3.33333333333333,15,15,0,15,0,50,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,0,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-348.883423202934,0.107723948961677,-0.0578784013144968,-342.298817766646,TRUE,1,0,0,0.900828938997283,0.0970505427883882,0.00212051821432854,0.900828938997283,0.0970505427883882,0.00212051821432854,33,32,100,32,1,31,36,0.861111111111111,91.1764705882353,93.9393939393939,1,31,TRUE,FALSE,FALSE,TRUE,FALSE,12,A,1
KLRG1,Adipose Tissue,KLRG1.rds,470,2380,6586,0,554,0,209.093617021277,144.5,1.77680572938651e-16,-0.810927286373044,0.00062670097577211,-633.494891069783,-633.724661548824,-666.254030580006,-666.254030580006,1,1,0,0,36,40,36,100,0,0,36,1,36,36,100,0,0,0,36,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-640.095517125144,-0.0472369867546831,0.763690299618361,-633.510149998018,TRUE,1,0,0,0.941167127356332,0.0554230546585655,0.00340981798510223,0.941167127356332,0.0554230546585655,0.00340981798510223,40,36,100,36,1,40,40,1,100,100,1,40,TRUE,TRUE,FALSE,TRUE,TRUE,12,A,1
KMT5A,Muscle,KMT5A.rds,477,1467,4139,0,262,0,1411.79874213836,1327,9.66641944302131e-09,-0.99410034037885,0.000398142398125856,-661.631665856298,-661.797949754971,-676.186523626109,-676.186523626109,1,1,0,0,119,141,119,100,0,0,119,1,119,119,100,0,0,0,119,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-666.155437120885,-0.0437500567611551,0.950350283617695,-661.637517524388,TRUE,1,0,0,0.955330531815717,0.0430435225995494,0.00162594558473393,0.955330531815717,0.0430435225995494,0.00162594558473393,119,119,100,119,1,119,141,0.843971631205674,84.3971631205674,100,1,119,TRUE,FALSE,FALSE,TRUE,TRUE,12,A,1
KNDC1,Spleen,KNDC1.rds,146,2232,5552,0,1144,0,179.541095890411,130,2.35421693131655e-14,-0.655637488943768,0.000494689862193809,-177.417684055692,-177.697146223042,-206.524356731918,-206.524356731918,1,1,0,0,1,1,1,100,0,0,1,1,1,1,100,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-187.308350882273,-0.039070910439591,0.616566578504177,-177.436828557151,TRUE,1,0,0,0.946299904697616,0.0521914805652733,0.00150861473711097,0.946299904697616,0.0521914805652733,0.00150861473711097,1,1,100,1,1,1,1,1,100,100,1,1,TRUE,TRUE,FALSE,TRUE,TRUE,12,A,1
KNDC1,Thyroid,KNDC1.rds,390,2232,5902,0,794,0,970.905128205128,846,7.7565966784597e-23,-0.97184261364248,-0.524840082969377,-504.553729031471,-504.553766285218,-546.64088443412,-547.887034043862,1,1,1,1,1,1,1,100,0,0,1,1,1,1,100,0,0,0,1,0,0,0,0,0,783,1994,783,783,100,0,0,1,783,783,100,0,0,294,289,134,423,66,54.0229885057471,1,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-514.636957715812,-0.0355072182160257,0.936335395426454,-504.553721439047,TRUE,1,0,0,0.964639408422988,0.0336120560203614,0.00174853555665088,0.964639408422988,0.0336120560203614,0.00174853555665088,1,1,100,1,1,1,1,1,100,100,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,12,A,1
KNOP1,Adipose Tissue,KNOP1.rds,470,2250,6289,0,461,0,505.640425531915,459.5,9.63331583940123e-34,0.48180640938142,0.000601819613166299,-593.216161592913,-592.192304694595,-666.254030580006,-666.254030580006,1,1,0,0,4,4,4,100,0,0,4,1,4,4,100,0,0,0,0,4,0,4,0,100,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,0,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-601.81445221307,0.125465747542194,-0.356340661839226,-592.993836567156,TRUE,1,0,0,0.941167127356332,0.0554230546585655,0.00340981798510223,0.941167127356332,0.0554230546585655,0.00340981798510223,4,4,100,4,1,4,4,1,100,100,1,4,TRUE,TRUE,TRUE,TRUE,FALSE,12,A,1
KNOP1,Blood Vessel,KNOP1.rds,450,2250,6290,0,460,0,283.688888888889,249,3.87843872267082e-19,-1.02224597930865,0.000601968611135817,-598.896217529051,-598.925454771942,-637.875486340248,-637.875486340248,1,1,0,0,15,16,15,100,0,0,15,1,15,15,100,0,0,0,15,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-606.391593441969,-0.056523740240209,0.965722239068441,-598.897845411962,TRUE,1,0,0,0.944257981084007,0.0523967434981818,0.00334527541781087,0.944257981084007,0.0523967434981818,0.00334527541781087,15,15,100,15,1,15,16,0.9375,93.75,100,1,15,TRUE,FALSE,FALSE,TRUE,TRUE,12,A,1
KNOP1,Breast,KNOP1.rds,269,2250,6145,0,605,0,596.126394052045,546,5.55419718850622e-16,1.04627613551406,0.000580363928293082,-350.221202843803,-347.170270528932,-381.05037875085,-381.05037875085,1,1,0,0,42,36,29,69.0476190476191,13,30.952380952381,29,1,29,13,30.952380952381,16,38.0952380952381,55.1724137931035,2,27,0,27,0,93.1034482758621,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,0,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-356.636817082215,0.273012707743931,-0.773263427770132,-349.218850516083,TRUE,1,0,0,0.937186253003572,0.0592567595904155,0.00355698740601229,0.937186253003572,0.0592567595904155,0.00355698740601229,48,42,100,42,1,34,50,0.68,94.4444444444444,70.8333333333333,1,34,TRUE,FALSE,FALSE,FALSE,FALSE,12,A,1
KNOP1,Colon,KNOP1.rds,332,2250,6169,0,581,0,509.768072289157,444.5,4.5586867270535e-10,-0.360704865293997,0.000583939878424644,-452.519830985768,-452.360614302924,-470.442356744422,-470.442356744422,1,1,0,0,47,53,47,100,0,0,47,1,47,47,100,0,0,0,36,11,0,11,0,23.4042553191489,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,0,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-458.335599176187,-0.0118668377381823,0.348838027555814,-452.497141541614,TRUE,1,0,0,0.92027031988356,0.0747644052432077,0.00496527487323349,0.920270319883559,0.0747644052432076,0.00496527487323349,54,47,100,47,1,51,56,0.910714285714286,96.2264150943396,94.4444444444444,1,51,TRUE,FALSE,FALSE,FALSE,FALSE,12,A,1
KNOP1,Esophagus,KNOP1.rds,412,2250,6233,0,517,0,497.126213592233,444.5,2.01408060458696e-19,-0.995444162807644,0.000593475741652583,-544.101527146688,-544.185426863903,-583.956285315508,-583.956285315508,1,1,0,0,16,18,16,100,0,0,16,1,16,16,100,0,0,0,16,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-551.439215139401,-0.0482387383999594,0.947205424407684,-544.105861629388,TRUE,1,0,0,0.95128087890051,0.0481670003127524,0.000552120786737723,0.95128087890051,0.0481670003127524,0.000552120786737723,16,16,100,16,1,16,18,0.888888888888889,88.8888888888889,100,1,16,TRUE,FALSE,FALSE,TRUE,TRUE,12,A,1
KNOP1,Heart,KNOP1.rds,331,2250,6165,0,585,0,267.634441087613,241,1.65906343739709e-23,0.320003215175518,-0.148252755213946,-419.438576139547,-418.687480451779,-469.11695551419,-469.067648682897,1,1,0,0,4,4,4,100,0,0,4,1,4,4,100,0,0,0,0,4,0,4,0,100,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,0,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-427.760294708821,0.138011226319236,-0.181991988856282,-419.22530561915,TRUE,1,0,0,0.907409119281138,0.0877991270187996,0.00479175370006282,0.907409119281138,0.0877991270187996,0.00479175370006282,4,4,100,4,1,4,4,1,100,100,1,4,TRUE,TRUE,TRUE,TRUE,FALSE,12,A,1
KNOP1,Liver,KNOP1.rds,140,2250,5732,0,1018,0,228.185714285714,184.5,1.14900281995267e-09,-0.585138044962292,0.000518827577877801,-180.913010369972,-181.099137868222,-198.010960576874,-198.010960576874,1,1,0,0,50,56,50,100,0,0,50,1,50,50,100,0,0,0,50,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-186.641108514589,-0.0700986049616574,0.515039440000635,-180.940876144435,TRUE,1,0,0,0.890590678632766,0.0996675572205127,0.00974176414672103,0.890590678632766,0.0996675572205127,0.00974176414672104,56,50,100,50,1,56,56,1,100,100,1,56,TRUE,TRUE,FALSE,TRUE,TRUE,12,A,1
KNOP1,Lung,KNOP1.rds,323,2250,6168,0,582,0,427.653250773994,388,2.89006105502352e-13,-0.985991492769074,0.000583790880455126,-432.408450410553,-432.496496046727,-457.672058805041,-457.672058805041,1,1,0,0,39,42,39,100,0,0,39,1,39,39,100,0,0,0,39,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-438.677788143314,-0.0696221906304118,0.916369302138662,-432.414932601493,TRUE,1,0,0,0.930764682521748,0.0673943101777559,0.00184100730049573,0.930764682521748,0.0673943101777559,0.00184100730049573,39,39,100,39,1,39,42,0.928571428571429,92.8571428571429,100,1,39,TRUE,FALSE,FALSE,TRUE,TRUE,12,A,1
KNOP1,Muscle,KNOP1.rds,477,2250,6280,0,470,0,382.115303983229,348,1.37941473527432e-33,-1.02158790139094,0.000600478633714374,-604.447171703926,-604.471348536099,-676.186523626109,-676.186523626109,1,1,0,0,15,15,15,100,0,0,15,1,15,15,100,0,0,0,15,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-612.303875546749,-0.044963878680278,0.976624022710666,-604.448264036598,TRUE,1,0,0,0.955330531815717,0.0430435225995494,0.00162594558473393,0.955330531815717,0.0430435225995494,0.00162594558473393,15,15,100,15,1,15,15,1,100,100,1,15,TRUE,TRUE,TRUE,TRUE,TRUE,12,A,1
KNOP1,Nerve,KNOP1.rds,354,2250,6227,0,523,0,704.895480225989,616,3.35386765073145e-47,-0.353909914679662,0.000592581753835475,-397.515655501469,-397.707155500101,-501.658658586283,-501.658658586283,1,1,0,0,6,7,6,100,0,0,6,1,6,6,100,0,0,0,5,1,0,1,0,16.6666666666667,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-406.224962215292,-0.00292475446434537,0.350985160215316,-397.528649297609,TRUE,1,0,0,0.963677116962512,0.0352408233355386,0.00108205970194926,0.963677116962512,0.0352408233355386,0.00108205970194926,6,6,100,6,1,6,7,0.857142857142857,85.7142857142857,100,1,6,TRUE,FALSE,FALSE,TRUE,TRUE,12,A,1
KNOP1,Ovary,KNOP1.rds,106,2250,5630,0,1120,0,724.547169811321,635,4.68978311357729e-13,-0.868427253853099,0.000503629680110862,-124.534771809027,-124.663478916296,-149.768589792084,-149.768589792084,1,1,0,0,34,40,34,100,0,0,34,1,34,34,100,0,0,0,32,2,0,2,0,5.88235294117647,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-131.371708711162,-0.120032660300183,0.748394593552916,-124.546771575843,TRUE,1,0,0,0.88256736565681,0.0795406423090646,0.0378919920341254,0.88256736565681,0.0795406423090646,0.0378919920341254,36,34,100,34,1,36,40,0.9,90,100,1,36,TRUE,FALSE,FALSE,TRUE,TRUE,12,A,1
KNOP1,Pancreas,KNOP1.rds,180,2250,5874,0,876,0,388.416666666667,340.5,2.44885490187873e-10,-0.775052144996181,0.000539985397267628,-236.856267241603,-237.231491797902,-254.767090693266,-254.767090693266,1,1,0,0,35,46,35,100,0,0,35,1,35,35,100,0,0,0,35,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-243.445839086549,-0.0343597871272436,0.740692357868937,-236.875935160478,TRUE,1,0,0,0.957183563381327,0.0427958579799069,2.05786387660971e-05,0.957183563381327,0.0427958579799069,2.05786387660971e-05,37,35,100,35,1,37,46,0.804347826086957,80.4347826086957,100,1,37,TRUE,FALSE,FALSE,TRUE,TRUE,12,A,1
KNOP1,Prostate,KNOP1.rds,143,2250,5720,0,1030,0,482.293706293706,470,1.30447515783069e-11,-0.871264503937738,0.000517039591159119,-180.424423184139,-180.586584089803,-202.267657476498,-202.267657476498,1,1,0,0,37,46,37,100,0,0,37,1,37,37,100,0,0,0,37,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-186.679035432623,-0.0830088669129623,0.788255637024776,-180.435798935854,TRUE,1,0,0,0.916064871679439,0.0610432268257223,0.0228919014948385,0.916064871679439,0.0610432268257223,0.0228919014948385,38,37,100,37,1,38,46,0.826086956521739,82.6086956521739,100,1,38,TRUE,FALSE,FALSE,TRUE,TRUE,12,A,1
KNOP1,Skin,KNOP1.rds,522,2250,6311,0,439,0,795.335249042146,681,4.50597858353579e-18,-0.600361932300075,0.000605097560537615,-703.738841219967,-703.9098698664,-740.038293254798,-740.038293254798,1,1,0,0,17,18,17,100,0,0,17,1,17,17,100,0,0,0,17,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-710.864795595043,-0.0322916620398246,0.56807027026025,-703.756291963823,TRUE,1,0,0,0.933012125240914,0.0649603341354519,0.00202754062363396,0.933012125240914,0.0649603341354519,0.00202754062363396,19,17,100,17,1,18,19,0.947368421052632,100,94.7368421052632,1,18,TRUE,FALSE,FALSE,TRUE,TRUE,12,A,1
KNOP1,Spleen,KNOP1.rds,146,2250,5758,0,992,0,440.178082191781,410.5,3.00269404736476e-13,-0.595007983238389,0.000522701548106852,-180.743209544351,-181.015989875844,-206.524356731918,-206.524356731918,1,1,0,0,23,27,23,100,0,0,23,1,23,23,100,0,0,0,23,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-188.128363693719,-0.0323839291740171,0.562624054064372,-180.763899273301,TRUE,1,0,0,0.946299904697616,0.0521914805652733,0.00150861473711097,0.946299904697616,0.0521914805652733,0.00150861473711097,26,23,100,23,1,26,27,0.962962962962963,96.2962962962963,100,1,26,TRUE,FALSE,FALSE,TRUE,TRUE,12,A,1
KNOP1,Testis,KNOP1.rds,211,2250,5815,0,935,0,675.085308056872,606,9.00642360348942e-12,-0.695097251982077,0.000531194477275676,-276.452241286431,-276.748639175354,-298.753293732085,-298.753293732085,1,1,0,0,40,51,40,100,0,0,40,1,40,40,100,0,0,0,40,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-282.456727719283,-0.0265659627648347,0.668531289217242,-276.464583528055,TRUE,1,0,0,0.964197560348019,0.0316962538136861,0.00410618583829503,0.964197560348019,0.0316962538136861,0.00410618583829503,42,40,100,40,1,42,51,0.823529411764706,82.3529411764706,100,1,42,TRUE,FALSE,FALSE,TRUE,TRUE,12,A,1
KNOP1,Thyroid,KNOP1.rds,390,2250,6203,0,547,0,432.930769230769,401,1.10807025692421e-27,-0.990433549608781,0.000589005807114518,-494.094957480187,-494.165243192213,-552.739928256339,-552.739928256339,1,1,0,0,14,15,14,100,0,0,14,1,14,14,100,0,0,0,14,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-501.723540711415,-0.0346563358537537,0.955777213755027,-494.097458152355,TRUE,1,0,0,0.964639408422988,0.0336120560203614,0.00174853555665088,0.964639408422988,0.0336120560203614,0.00174853555665088,14,14,100,14,1,14,15,0.933333333333333,93.3333333333333,100,1,14,TRUE,FALSE,FALSE,TRUE,TRUE,12,A,1
KNSTRN,Adipose Tissue,KNSTRN.rds,470,1816,5156,0,292,0,389.410638297872,346,5.37547307506435e-36,0.355436992081536,0.000497672932624482,-588.281532968489,-587.484985660905,-666.254030580006,-666.254030580006,1,1,0,0,23,24,23,100,0,0,23,1,23,19,82.6086956521739,4,17.3913043478261,17.3913043478261,1,22,0,22,0,95.6521739130435,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,0,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-595.080253718193,0.0673069641313759,-0.28813002795016,-588.13335156307,TRUE,1,0,0,0.941167127356332,0.0554230546585655,0.00340981798510223,0.941167127356333,0.0554230546585655,0.00340981798510223,25,23,100,23,1,24,25,0.96,100,96,1,24,TRUE,FALSE,FALSE,FALSE,FALSE,12,A,1
