tissue,model,distance_to_tss_kb,bin_lower_kb,bin_upper_kb,count,proportion,percentage,n_cs_total,n_cs_in_window
Adipose Tissue,SuSiE,-200,-205,-195,0,0,0,915,882
Adipose Tissue,SuSiE,-190,-195,-185,0,0,0,915,882
Adipose Tissue,SuSiE,-180,-185,-175,5,0.00566893424036281,0.566893424036281,915,882
Adipose Tissue,SuSiE,-170,-175,-165,2,0.00226757369614512,0.226757369614512,915,882
Adipose Tissue,SuSiE,-160,-165,-155,3,0.00340136054421769,0.340136054421769,915,882
Adipose Tissue,SuSiE,-150,-155,-145,3,0.00340136054421769,0.340136054421769,915,882
Adipose Tissue,SuSiE,-140,-145,-135,5,0.00566893424036281,0.566893424036281,915,882
Adipose Tissue,SuSiE,-130,-135,-125,3,0.00340136054421769,0.340136054421769,915,882
Adipose Tissue,SuSiE,-120,-125,-115,6,0.00680272108843537,0.680272108843537,915,882
Adipose Tissue,SuSiE,-110,-115,-105,4,0.00453514739229025,0.453514739229025,915,882
Adipose Tissue,SuSiE,-100,-105,-95,10,0.0113378684807256,1.13378684807256,915,882
Adipose Tissue,SuSiE,-90,-95,-85,9,0.0102040816326531,1.02040816326531,915,882
Adipose Tissue,SuSiE,-80,-85,-75,11,0.0124716553287982,1.24716553287982,915,882
Adipose Tissue,SuSiE,-70,-75,-65,15,0.0170068027210884,1.70068027210884,915,882
Adipose Tissue,SuSiE,-60,-65,-55,12,0.0136054421768707,1.36054421768707,915,882
Adipose Tissue,SuSiE,-50,-55,-45,17,0.0192743764172336,1.92743764172336,915,882
Adipose Tissue,SuSiE,-40,-45,-35,30,0.0340136054421769,3.40136054421769,915,882
Adipose Tissue,SuSiE,-30,-35,-25,42,0.0476190476190476,4.76190476190476,915,882
Adipose Tissue,SuSiE,-20,-25,-15,66,0.0748299319727891,7.48299319727891,915,882
Adipose Tissue,SuSiE,-10,-15,-5,79,0.0895691609977324,8.95691609977324,915,882
Adipose Tissue,SuSiE,0,-5,5,248,0.281179138321996,28.1179138321996,915,882
Adipose Tissue,SuSiE,10,5,15,81,0.0918367346938776,9.18367346938776,915,882
Adipose Tissue,SuSiE,20,15,25,53,0.0600907029478458,6.00907029478458,915,882
Adipose Tissue,SuSiE,30,25,35,49,0.0555555555555556,5.55555555555556,915,882
Adipose Tissue,SuSiE,40,35,45,30,0.0340136054421769,3.40136054421769,915,882
Adipose Tissue,SuSiE,50,45,55,18,0.0204081632653061,2.04081632653061,915,882
Adipose Tissue,SuSiE,60,55,65,17,0.0192743764172336,1.92743764172336,915,882
Adipose Tissue,SuSiE,70,65,75,13,0.0147392290249433,1.47392290249433,915,882
Adipose Tissue,SuSiE,80,75,85,12,0.0136054421768707,1.36054421768707,915,882
Adipose Tissue,SuSiE,90,85,95,4,0.00453514739229025,0.453514739229025,915,882
Adipose Tissue,SuSiE,100,95,105,3,0.00340136054421769,0.340136054421769,915,882
Adipose Tissue,SuSiE,110,105,115,8,0.0090702947845805,0.90702947845805,915,882
Adipose Tissue,SuSiE,120,115,125,2,0.00226757369614512,0.226757369614512,915,882
Adipose Tissue,SuSiE,130,125,135,3,0.00340136054421769,0.340136054421769,915,882
Adipose Tissue,SuSiE,140,135,145,4,0.00453514739229025,0.453514739229025,915,882
Adipose Tissue,SuSiE,150,145,155,7,0.00793650793650794,0.793650793650794,915,882
Adipose Tissue,SuSiE,160,155,165,1,0.00113378684807256,0.113378684807256,915,882
Adipose Tissue,SuSiE,170,165,175,2,0.00226757369614512,0.226757369614512,915,882
Adipose Tissue,SuSiE,180,175,185,2,0.00226757369614512,0.226757369614512,915,882
Adipose Tissue,SuSiE,190,185,195,1,0.00113378684807256,0.113378684807256,915,882
Adipose Tissue,SuSiE,200,195,205,2,0.00226757369614512,0.226757369614512,915,882
Adipose Tissue,Weighted SuSiE-mix,-200,-205,-195,0,0,0,913,881
Adipose Tissue,Weighted SuSiE-mix,-190,-195,-185,0,0,0,913,881
Adipose Tissue,Weighted SuSiE-mix,-180,-185,-175,5,0.00567536889897843,0.567536889897843,913,881
Adipose Tissue,Weighted SuSiE-mix,-170,-175,-165,2,0.00227014755959137,0.227014755959137,913,881
Adipose Tissue,Weighted SuSiE-mix,-160,-165,-155,3,0.00340522133938706,0.340522133938706,913,881
Adipose Tissue,Weighted SuSiE-mix,-150,-155,-145,2,0.00227014755959137,0.227014755959137,913,881
Adipose Tissue,Weighted SuSiE-mix,-140,-145,-135,5,0.00567536889897843,0.567536889897843,913,881
Adipose Tissue,Weighted SuSiE-mix,-130,-135,-125,2,0.00227014755959137,0.227014755959137,913,881
Adipose Tissue,Weighted SuSiE-mix,-120,-125,-115,6,0.00681044267877412,0.681044267877412,913,881
Adipose Tissue,Weighted SuSiE-mix,-110,-115,-105,4,0.00454029511918275,0.454029511918275,913,881
Adipose Tissue,Weighted SuSiE-mix,-100,-105,-95,10,0.0113507377979569,1.13507377979569,913,881
Adipose Tissue,Weighted SuSiE-mix,-90,-95,-85,7,0.00794551645856981,0.794551645856981,913,881
Adipose Tissue,Weighted SuSiE-mix,-80,-85,-75,13,0.0147559591373439,1.47559591373439,913,881
Adipose Tissue,Weighted SuSiE-mix,-70,-75,-65,16,0.018161180476731,1.8161180476731,913,881
Adipose Tissue,Weighted SuSiE-mix,-60,-65,-55,12,0.0136208853575482,1.36208853575482,913,881
Adipose Tissue,Weighted SuSiE-mix,-50,-55,-45,17,0.0192962542565267,1.92962542565267,913,881
Adipose Tissue,Weighted SuSiE-mix,-40,-45,-35,30,0.0340522133938706,3.40522133938706,913,881
Adipose Tissue,Weighted SuSiE-mix,-30,-35,-25,42,0.0476730987514188,4.76730987514188,913,881
Adipose Tissue,Weighted SuSiE-mix,-20,-25,-15,67,0.076049943246311,7.6049943246311,913,881
Adipose Tissue,Weighted SuSiE-mix,-10,-15,-5,78,0.0885357548240636,8.85357548240636,913,881
Adipose Tissue,Weighted SuSiE-mix,0,-5,5,250,0.283768444948922,28.3768444948922,913,881
Adipose Tissue,Weighted SuSiE-mix,10,5,15,82,0.0930760499432463,9.30760499432463,913,881
Adipose Tissue,Weighted SuSiE-mix,20,15,25,52,0.0590238365493757,5.90238365493757,913,881
Adipose Tissue,Weighted SuSiE-mix,30,25,35,48,0.054483541430193,5.4483541430193,913,881
Adipose Tissue,Weighted SuSiE-mix,40,35,45,30,0.0340522133938706,3.40522133938706,913,881
Adipose Tissue,Weighted SuSiE-mix,50,45,55,17,0.0192962542565267,1.92962542565267,913,881
Adipose Tissue,Weighted SuSiE-mix,60,55,65,17,0.0192962542565267,1.92962542565267,913,881
Adipose Tissue,Weighted SuSiE-mix,70,65,75,12,0.0136208853575482,1.36208853575482,913,881
Adipose Tissue,Weighted SuSiE-mix,80,75,85,16,0.018161180476731,1.8161180476731,913,881
Adipose Tissue,Weighted SuSiE-mix,90,85,95,4,0.00454029511918275,0.454029511918275,913,881
Adipose Tissue,Weighted SuSiE-mix,100,95,105,1,0.00113507377979569,0.113507377979569,913,881
Adipose Tissue,Weighted SuSiE-mix,110,105,115,8,0.00908059023836549,0.908059023836549,913,881
Adipose Tissue,Weighted SuSiE-mix,120,115,125,2,0.00227014755959137,0.227014755959137,913,881
Adipose Tissue,Weighted SuSiE-mix,130,125,135,3,0.00340522133938706,0.340522133938706,913,881
Adipose Tissue,Weighted SuSiE-mix,140,135,145,4,0.00454029511918275,0.454029511918275,913,881
Adipose Tissue,Weighted SuSiE-mix,150,145,155,5,0.00567536889897843,0.567536889897843,913,881
Adipose Tissue,Weighted SuSiE-mix,160,155,165,1,0.00113507377979569,0.113507377979569,913,881
Adipose Tissue,Weighted SuSiE-mix,170,165,175,2,0.00227014755959137,0.227014755959137,913,881
Adipose Tissue,Weighted SuSiE-mix,180,175,185,2,0.00227014755959137,0.227014755959137,913,881
Adipose Tissue,Weighted SuSiE-mix,190,185,195,1,0.00113507377979569,0.113507377979569,913,881
Adipose Tissue,Weighted SuSiE-mix,200,195,205,3,0.00340522133938706,0.340522133938706,913,881
Adrenal Gland,SuSiE,-200,-205,-195,2,0.00793650793650794,0.793650793650794,265,252
Adrenal Gland,SuSiE,-190,-195,-185,1,0.00396825396825397,0.396825396825397,265,252
Adrenal Gland,SuSiE,-180,-185,-175,0,0,0,265,252
Adrenal Gland,SuSiE,-170,-175,-165,1,0.00396825396825397,0.396825396825397,265,252
Adrenal Gland,SuSiE,-160,-165,-155,0,0,0,265,252
Adrenal Gland,SuSiE,-150,-155,-145,3,0.0119047619047619,1.19047619047619,265,252
Adrenal Gland,SuSiE,-140,-145,-135,1,0.00396825396825397,0.396825396825397,265,252
Adrenal Gland,SuSiE,-130,-135,-125,2,0.00793650793650794,0.793650793650794,265,252
Adrenal Gland,SuSiE,-120,-125,-115,2,0.00793650793650794,0.793650793650794,265,252
Adrenal Gland,SuSiE,-110,-115,-105,1,0.00396825396825397,0.396825396825397,265,252
Adrenal Gland,SuSiE,-100,-105,-95,2,0.00793650793650794,0.793650793650794,265,252
Adrenal Gland,SuSiE,-90,-95,-85,1,0.00396825396825397,0.396825396825397,265,252
Adrenal Gland,SuSiE,-80,-85,-75,1,0.00396825396825397,0.396825396825397,265,252
Adrenal Gland,SuSiE,-70,-75,-65,7,0.0277777777777778,2.77777777777778,265,252
Adrenal Gland,SuSiE,-60,-65,-55,6,0.0238095238095238,2.38095238095238,265,252
Adrenal Gland,SuSiE,-50,-55,-45,10,0.0396825396825397,3.96825396825397,265,252
Adrenal Gland,SuSiE,-40,-45,-35,10,0.0396825396825397,3.96825396825397,265,252
Adrenal Gland,SuSiE,-30,-35,-25,14,0.0555555555555556,5.55555555555556,265,252
Adrenal Gland,SuSiE,-20,-25,-15,20,0.0793650793650794,7.93650793650794,265,252
Adrenal Gland,SuSiE,-10,-15,-5,28,0.111111111111111,11.1111111111111,265,252
Adrenal Gland,SuSiE,0,-5,5,58,0.23015873015873,23.015873015873,265,252
Adrenal Gland,SuSiE,10,5,15,23,0.0912698412698413,9.12698412698413,265,252
Adrenal Gland,SuSiE,20,15,25,28,0.111111111111111,11.1111111111111,265,252
Adrenal Gland,SuSiE,30,25,35,6,0.0238095238095238,2.38095238095238,265,252
Adrenal Gland,SuSiE,40,35,45,6,0.0238095238095238,2.38095238095238,265,252
Adrenal Gland,SuSiE,50,45,55,2,0.00793650793650794,0.793650793650794,265,252
Adrenal Gland,SuSiE,60,55,65,3,0.0119047619047619,1.19047619047619,265,252
Adrenal Gland,SuSiE,70,65,75,1,0.00396825396825397,0.396825396825397,265,252
Adrenal Gland,SuSiE,80,75,85,3,0.0119047619047619,1.19047619047619,265,252
Adrenal Gland,SuSiE,90,85,95,1,0.00396825396825397,0.396825396825397,265,252
Adrenal Gland,SuSiE,100,95,105,2,0.00793650793650794,0.793650793650794,265,252
Adrenal Gland,SuSiE,110,105,115,1,0.00396825396825397,0.396825396825397,265,252
Adrenal Gland,SuSiE,120,115,125,1,0.00396825396825397,0.396825396825397,265,252
Adrenal Gland,SuSiE,130,125,135,0,0,0,265,252
Adrenal Gland,SuSiE,140,135,145,2,0.00793650793650794,0.793650793650794,265,252
Adrenal Gland,SuSiE,150,145,155,0,0,0,265,252
Adrenal Gland,SuSiE,160,155,165,1,0.00396825396825397,0.396825396825397,265,252
Adrenal Gland,SuSiE,170,165,175,2,0.00793650793650794,0.793650793650794,265,252
Adrenal Gland,SuSiE,180,175,185,0,0,0,265,252
Adrenal Gland,SuSiE,190,185,195,0,0,0,265,252
Adrenal Gland,SuSiE,200,195,205,0,0,0,265,252
Adrenal Gland,Weighted SuSiE-mix,-200,-205,-195,2,0.00796812749003984,0.796812749003984,264,251
Adrenal Gland,Weighted SuSiE-mix,-190,-195,-185,1,0.00398406374501992,0.398406374501992,264,251
Adrenal Gland,Weighted SuSiE-mix,-180,-185,-175,0,0,0,264,251
Adrenal Gland,Weighted SuSiE-mix,-170,-175,-165,1,0.00398406374501992,0.398406374501992,264,251
Adrenal Gland,Weighted SuSiE-mix,-160,-165,-155,0,0,0,264,251
Adrenal Gland,Weighted SuSiE-mix,-150,-155,-145,3,0.0119521912350598,1.19521912350598,264,251
Adrenal Gland,Weighted SuSiE-mix,-140,-145,-135,1,0.00398406374501992,0.398406374501992,264,251
Adrenal Gland,Weighted SuSiE-mix,-130,-135,-125,2,0.00796812749003984,0.796812749003984,264,251
Adrenal Gland,Weighted SuSiE-mix,-120,-125,-115,2,0.00796812749003984,0.796812749003984,264,251
Adrenal Gland,Weighted SuSiE-mix,-110,-115,-105,1,0.00398406374501992,0.398406374501992,264,251
Adrenal Gland,Weighted SuSiE-mix,-100,-105,-95,2,0.00796812749003984,0.796812749003984,264,251
Adrenal Gland,Weighted SuSiE-mix,-90,-95,-85,1,0.00398406374501992,0.398406374501992,264,251
Adrenal Gland,Weighted SuSiE-mix,-80,-85,-75,1,0.00398406374501992,0.398406374501992,264,251
Adrenal Gland,Weighted SuSiE-mix,-70,-75,-65,7,0.0278884462151394,2.78884462151394,264,251
Adrenal Gland,Weighted SuSiE-mix,-60,-65,-55,6,0.0239043824701195,2.39043824701195,264,251
Adrenal Gland,Weighted SuSiE-mix,-50,-55,-45,10,0.0398406374501992,3.98406374501992,264,251
Adrenal Gland,Weighted SuSiE-mix,-40,-45,-35,10,0.0398406374501992,3.98406374501992,264,251
Adrenal Gland,Weighted SuSiE-mix,-30,-35,-25,15,0.0597609561752988,5.97609561752988,264,251
Adrenal Gland,Weighted SuSiE-mix,-20,-25,-15,20,0.0796812749003984,7.96812749003984,264,251
Adrenal Gland,Weighted SuSiE-mix,-10,-15,-5,28,0.111553784860558,11.1553784860558,264,251
Adrenal Gland,Weighted SuSiE-mix,0,-5,5,57,0.227091633466135,22.7091633466136,264,251
Adrenal Gland,Weighted SuSiE-mix,10,5,15,23,0.0916334661354582,9.16334661354582,264,251
Adrenal Gland,Weighted SuSiE-mix,20,15,25,28,0.111553784860558,11.1553784860558,264,251
Adrenal Gland,Weighted SuSiE-mix,30,25,35,5,0.0199203187250996,1.99203187250996,264,251
Adrenal Gland,Weighted SuSiE-mix,40,35,45,6,0.0239043824701195,2.39043824701195,264,251
Adrenal Gland,Weighted SuSiE-mix,50,45,55,2,0.00796812749003984,0.796812749003984,264,251
Adrenal Gland,Weighted SuSiE-mix,60,55,65,3,0.0119521912350598,1.19521912350598,264,251
Adrenal Gland,Weighted SuSiE-mix,70,65,75,1,0.00398406374501992,0.398406374501992,264,251
Adrenal Gland,Weighted SuSiE-mix,80,75,85,3,0.0119521912350598,1.19521912350598,264,251
Adrenal Gland,Weighted SuSiE-mix,90,85,95,1,0.00398406374501992,0.398406374501992,264,251
Adrenal Gland,Weighted SuSiE-mix,100,95,105,2,0.00796812749003984,0.796812749003984,264,251
Adrenal Gland,Weighted SuSiE-mix,110,105,115,1,0.00398406374501992,0.398406374501992,264,251
Adrenal Gland,Weighted SuSiE-mix,120,115,125,1,0.00398406374501992,0.398406374501992,264,251
Adrenal Gland,Weighted SuSiE-mix,130,125,135,0,0,0,264,251
Adrenal Gland,Weighted SuSiE-mix,140,135,145,2,0.00796812749003984,0.796812749003984,264,251
Adrenal Gland,Weighted SuSiE-mix,150,145,155,0,0,0,264,251
Adrenal Gland,Weighted SuSiE-mix,160,155,165,1,0.00398406374501992,0.398406374501992,264,251
Adrenal Gland,Weighted SuSiE-mix,170,165,175,2,0.00796812749003984,0.796812749003984,264,251
Adrenal Gland,Weighted SuSiE-mix,180,175,185,0,0,0,264,251
Adrenal Gland,Weighted SuSiE-mix,190,185,195,0,0,0,264,251
Adrenal Gland,Weighted SuSiE-mix,200,195,205,0,0,0,264,251
Blood,SuSiE,-200,-205,-195,1,0.00259067357512953,0.259067357512953,418,386
Blood,SuSiE,-190,-195,-185,0,0,0,418,386
Blood,SuSiE,-180,-185,-175,0,0,0,418,386
Blood,SuSiE,-170,-175,-165,0,0,0,418,386
Blood,SuSiE,-160,-165,-155,1,0.00259067357512953,0.259067357512953,418,386
Blood,SuSiE,-150,-155,-145,2,0.00518134715025907,0.518134715025907,418,386
Blood,SuSiE,-140,-145,-135,0,0,0,418,386
Blood,SuSiE,-130,-135,-125,6,0.0155440414507772,1.55440414507772,418,386
Blood,SuSiE,-120,-125,-115,3,0.0077720207253886,0.77720207253886,418,386
Blood,SuSiE,-110,-115,-105,2,0.00518134715025907,0.518134715025907,418,386
Blood,SuSiE,-100,-105,-95,4,0.0103626943005181,1.03626943005181,418,386
Blood,SuSiE,-90,-95,-85,4,0.0103626943005181,1.03626943005181,418,386
Blood,SuSiE,-80,-85,-75,6,0.0155440414507772,1.55440414507772,418,386
Blood,SuSiE,-70,-75,-65,7,0.0181347150259067,1.81347150259067,418,386
Blood,SuSiE,-60,-65,-55,5,0.0129533678756477,1.29533678756477,418,386
Blood,SuSiE,-50,-55,-45,7,0.0181347150259067,1.81347150259067,418,386
Blood,SuSiE,-40,-45,-35,10,0.0259067357512953,2.59067357512953,418,386
Blood,SuSiE,-30,-35,-25,15,0.038860103626943,3.8860103626943,418,386
Blood,SuSiE,-20,-25,-15,30,0.077720207253886,7.7720207253886,418,386
Blood,SuSiE,-10,-15,-5,41,0.106217616580311,10.6217616580311,418,386
Blood,SuSiE,0,-5,5,102,0.264248704663212,26.4248704663213,418,386
Blood,SuSiE,10,5,15,38,0.0984455958549223,9.84455958549223,418,386
Blood,SuSiE,20,15,25,21,0.0544041450777202,5.44041450777202,418,386
Blood,SuSiE,30,25,35,23,0.0595854922279793,5.95854922279793,418,386
Blood,SuSiE,40,35,45,12,0.0310880829015544,3.10880829015544,418,386
Blood,SuSiE,50,45,55,12,0.0310880829015544,3.10880829015544,418,386
Blood,SuSiE,60,55,65,3,0.0077720207253886,0.77720207253886,418,386
Blood,SuSiE,70,65,75,4,0.0103626943005181,1.03626943005181,418,386
Blood,SuSiE,80,75,85,3,0.0077720207253886,0.77720207253886,418,386
Blood,SuSiE,90,85,95,8,0.0207253886010363,2.07253886010363,418,386
Blood,SuSiE,100,95,105,5,0.0129533678756477,1.29533678756477,418,386
Blood,SuSiE,110,105,115,3,0.0077720207253886,0.77720207253886,418,386
Blood,SuSiE,120,115,125,1,0.00259067357512953,0.259067357512953,418,386
Blood,SuSiE,130,125,135,1,0.00259067357512953,0.259067357512953,418,386
Blood,SuSiE,140,135,145,1,0.00259067357512953,0.259067357512953,418,386
Blood,SuSiE,150,145,155,1,0.00259067357512953,0.259067357512953,418,386
Blood,SuSiE,160,155,165,0,0,0,418,386
Blood,SuSiE,170,165,175,1,0.00259067357512953,0.259067357512953,418,386
Blood,SuSiE,180,175,185,2,0.00518134715025907,0.518134715025907,418,386
Blood,SuSiE,190,185,195,0,0,0,418,386
Blood,SuSiE,200,195,205,1,0.00259067357512953,0.259067357512953,418,386
Blood,Weighted SuSiE-mix,-200,-205,-195,1,0.00260416666666667,0.260416666666667,417,384
Blood,Weighted SuSiE-mix,-190,-195,-185,0,0,0,417,384
Blood,Weighted SuSiE-mix,-180,-185,-175,0,0,0,417,384
Blood,Weighted SuSiE-mix,-170,-175,-165,0,0,0,417,384
Blood,Weighted SuSiE-mix,-160,-165,-155,1,0.00260416666666667,0.260416666666667,417,384
Blood,Weighted SuSiE-mix,-150,-155,-145,2,0.00520833333333333,0.520833333333333,417,384
Blood,Weighted SuSiE-mix,-140,-145,-135,0,0,0,417,384
Blood,Weighted SuSiE-mix,-130,-135,-125,6,0.015625,1.5625,417,384
Blood,Weighted SuSiE-mix,-120,-125,-115,2,0.00520833333333333,0.520833333333333,417,384
Blood,Weighted SuSiE-mix,-110,-115,-105,2,0.00520833333333333,0.520833333333333,417,384
Blood,Weighted SuSiE-mix,-100,-105,-95,6,0.015625,1.5625,417,384
Blood,Weighted SuSiE-mix,-90,-95,-85,4,0.0104166666666667,1.04166666666667,417,384
Blood,Weighted SuSiE-mix,-80,-85,-75,7,0.0182291666666667,1.82291666666667,417,384
Blood,Weighted SuSiE-mix,-70,-75,-65,7,0.0182291666666667,1.82291666666667,417,384
Blood,Weighted SuSiE-mix,-60,-65,-55,5,0.0130208333333333,1.30208333333333,417,384
Blood,Weighted SuSiE-mix,-50,-55,-45,5,0.0130208333333333,1.30208333333333,417,384
Blood,Weighted SuSiE-mix,-40,-45,-35,12,0.03125,3.125,417,384
Blood,Weighted SuSiE-mix,-30,-35,-25,14,0.0364583333333333,3.64583333333333,417,384
Blood,Weighted SuSiE-mix,-20,-25,-15,29,0.0755208333333333,7.55208333333333,417,384
Blood,Weighted SuSiE-mix,-10,-15,-5,43,0.111979166666667,11.1979166666667,417,384
Blood,Weighted SuSiE-mix,0,-5,5,100,0.260416666666667,26.0416666666667,417,384
Blood,Weighted SuSiE-mix,10,5,15,38,0.0989583333333333,9.89583333333333,417,384
Blood,Weighted SuSiE-mix,20,15,25,21,0.0546875,5.46875,417,384
Blood,Weighted SuSiE-mix,30,25,35,22,0.0572916666666667,5.72916666666667,417,384
Blood,Weighted SuSiE-mix,40,35,45,12,0.03125,3.125,417,384
Blood,Weighted SuSiE-mix,50,45,55,12,0.03125,3.125,417,384
Blood,Weighted SuSiE-mix,60,55,65,3,0.0078125,0.78125,417,384
Blood,Weighted SuSiE-mix,70,65,75,4,0.0104166666666667,1.04166666666667,417,384
Blood,Weighted SuSiE-mix,80,75,85,4,0.0104166666666667,1.04166666666667,417,384
Blood,Weighted SuSiE-mix,90,85,95,8,0.0208333333333333,2.08333333333333,417,384
Blood,Weighted SuSiE-mix,100,95,105,3,0.0078125,0.78125,417,384
Blood,Weighted SuSiE-mix,110,105,115,3,0.0078125,0.78125,417,384
Blood,Weighted SuSiE-mix,120,115,125,1,0.00260416666666667,0.260416666666667,417,384
Blood,Weighted SuSiE-mix,130,125,135,1,0.00260416666666667,0.260416666666667,417,384
Blood,Weighted SuSiE-mix,140,135,145,1,0.00260416666666667,0.260416666666667,417,384
Blood,Weighted SuSiE-mix,150,145,155,1,0.00260416666666667,0.260416666666667,417,384
Blood,Weighted SuSiE-mix,160,155,165,0,0,0,417,384
Blood,Weighted SuSiE-mix,170,165,175,1,0.00260416666666667,0.260416666666667,417,384
Blood,Weighted SuSiE-mix,180,175,185,2,0.00520833333333333,0.520833333333333,417,384
Blood,Weighted SuSiE-mix,190,185,195,0,0,0,417,384
Blood,Weighted SuSiE-mix,200,195,205,1,0.00260416666666667,0.260416666666667,417,384
Blood Vessel,SuSiE,-200,-205,-195,4,0.0041025641025641,0.41025641025641,1029,975
Blood Vessel,SuSiE,-190,-195,-185,4,0.0041025641025641,0.41025641025641,1029,975
Blood Vessel,SuSiE,-180,-185,-175,2,0.00205128205128205,0.205128205128205,1029,975
Blood Vessel,SuSiE,-170,-175,-165,1,0.00102564102564103,0.102564102564103,1029,975
Blood Vessel,SuSiE,-160,-165,-155,5,0.00512820512820513,0.512820512820513,1029,975
Blood Vessel,SuSiE,-150,-155,-145,9,0.00923076923076923,0.923076923076923,1029,975
Blood Vessel,SuSiE,-140,-145,-135,4,0.0041025641025641,0.41025641025641,1029,975
Blood Vessel,SuSiE,-130,-135,-125,7,0.00717948717948718,0.717948717948718,1029,975
Blood Vessel,SuSiE,-120,-125,-115,4,0.0041025641025641,0.41025641025641,1029,975
Blood Vessel,SuSiE,-110,-115,-105,7,0.00717948717948718,0.717948717948718,1029,975
Blood Vessel,SuSiE,-100,-105,-95,7,0.00717948717948718,0.717948717948718,1029,975
Blood Vessel,SuSiE,-90,-95,-85,11,0.0112820512820513,1.12820512820513,1029,975
Blood Vessel,SuSiE,-80,-85,-75,14,0.0143589743589744,1.43589743589744,1029,975
Blood Vessel,SuSiE,-70,-75,-65,17,0.0174358974358974,1.74358974358974,1029,975
Blood Vessel,SuSiE,-60,-65,-55,12,0.0123076923076923,1.23076923076923,1029,975
Blood Vessel,SuSiE,-50,-55,-45,19,0.0194871794871795,1.94871794871795,1029,975
Blood Vessel,SuSiE,-40,-45,-35,33,0.0338461538461538,3.38461538461538,1029,975
Blood Vessel,SuSiE,-30,-35,-25,40,0.041025641025641,4.1025641025641,1029,975
Blood Vessel,SuSiE,-20,-25,-15,63,0.0646153846153846,6.46153846153846,1029,975
Blood Vessel,SuSiE,-10,-15,-5,107,0.10974358974359,10.974358974359,1029,975
Blood Vessel,SuSiE,0,-5,5,254,0.260512820512821,26.0512820512821,1029,975
Blood Vessel,SuSiE,10,5,15,94,0.0964102564102564,9.64102564102564,1029,975
Blood Vessel,SuSiE,20,15,25,60,0.0615384615384615,6.15384615384615,1029,975
Blood Vessel,SuSiE,30,25,35,42,0.0430769230769231,4.30769230769231,1029,975
Blood Vessel,SuSiE,40,35,45,38,0.038974358974359,3.8974358974359,1029,975
Blood Vessel,SuSiE,50,45,55,25,0.0256410256410256,2.56410256410256,1029,975
Blood Vessel,SuSiE,60,55,65,18,0.0184615384615385,1.84615384615385,1029,975
Blood Vessel,SuSiE,70,65,75,12,0.0123076923076923,1.23076923076923,1029,975
Blood Vessel,SuSiE,80,75,85,9,0.00923076923076923,0.923076923076923,1029,975
Blood Vessel,SuSiE,90,85,95,13,0.0133333333333333,1.33333333333333,1029,975
Blood Vessel,SuSiE,100,95,105,6,0.00615384615384615,0.615384615384615,1029,975
Blood Vessel,SuSiE,110,105,115,7,0.00717948717948718,0.717948717948718,1029,975
Blood Vessel,SuSiE,120,115,125,5,0.00512820512820513,0.512820512820513,1029,975
Blood Vessel,SuSiE,130,125,135,4,0.0041025641025641,0.41025641025641,1029,975
Blood Vessel,SuSiE,140,135,145,5,0.00512820512820513,0.512820512820513,1029,975
Blood Vessel,SuSiE,150,145,155,4,0.0041025641025641,0.41025641025641,1029,975
Blood Vessel,SuSiE,160,155,165,2,0.00205128205128205,0.205128205128205,1029,975
Blood Vessel,SuSiE,170,165,175,2,0.00205128205128205,0.205128205128205,1029,975
Blood Vessel,SuSiE,180,175,185,2,0.00205128205128205,0.205128205128205,1029,975
Blood Vessel,SuSiE,190,185,195,0,0,0,1029,975
Blood Vessel,SuSiE,200,195,205,3,0.00307692307692308,0.307692307692308,1029,975
Blood Vessel,Weighted SuSiE-mix,-200,-205,-195,4,0.00411099691675231,0.411099691675231,1028,973
Blood Vessel,Weighted SuSiE-mix,-190,-195,-185,4,0.00411099691675231,0.411099691675231,1028,973
Blood Vessel,Weighted SuSiE-mix,-180,-185,-175,2,0.00205549845837616,0.205549845837616,1028,973
Blood Vessel,Weighted SuSiE-mix,-170,-175,-165,1,0.00102774922918808,0.102774922918808,1028,973
Blood Vessel,Weighted SuSiE-mix,-160,-165,-155,5,0.00513874614594039,0.513874614594039,1028,973
Blood Vessel,Weighted SuSiE-mix,-150,-155,-145,9,0.0092497430626927,0.92497430626927,1028,973
Blood Vessel,Weighted SuSiE-mix,-140,-145,-135,5,0.00513874614594039,0.513874614594039,1028,973
Blood Vessel,Weighted SuSiE-mix,-130,-135,-125,7,0.00719424460431655,0.719424460431655,1028,973
Blood Vessel,Weighted SuSiE-mix,-120,-125,-115,5,0.00513874614594039,0.513874614594039,1028,973
Blood Vessel,Weighted SuSiE-mix,-110,-115,-105,7,0.00719424460431655,0.719424460431655,1028,973
Blood Vessel,Weighted SuSiE-mix,-100,-105,-95,7,0.00719424460431655,0.719424460431655,1028,973
Blood Vessel,Weighted SuSiE-mix,-90,-95,-85,11,0.0113052415210689,1.13052415210689,1028,973
Blood Vessel,Weighted SuSiE-mix,-80,-85,-75,14,0.0143884892086331,1.43884892086331,1028,973
Blood Vessel,Weighted SuSiE-mix,-70,-75,-65,17,0.0174717368961973,1.74717368961973,1028,973
Blood Vessel,Weighted SuSiE-mix,-60,-65,-55,12,0.0123329907502569,1.23329907502569,1028,973
Blood Vessel,Weighted SuSiE-mix,-50,-55,-45,20,0.0205549845837616,2.05549845837616,1028,973
Blood Vessel,Weighted SuSiE-mix,-40,-45,-35,33,0.0339157245632066,3.39157245632066,1028,973
